,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,23:19,164,"1,384",488,2,29,38.4,130,9,367,185,21,19,696,1,89%,1,4,93%,425,16,16,7,72%,26/36,Roosters vs Broncos,Roosters,2013
1,57%,30:55,185,"1,508",603,0,16,34.3,180,11,456,256,39,23,609,2,100%,2,6,88.1%,310,29,13,8,77%,34/44,Roosters vs Broncos,Broncos,2013
