,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,20:43,139,"1,277",419,5,21,35.5,146,3.61s,10,327,178,4,15,469,2,77%,4,2,91.4%,381,27,9,15,6,8,0,64%,23/36,Roosters vs Rabbitohs,Roosters,2019
1,57%,27:29,190,"1,631",552,2,27,38.8,259,3.72s,7,425,232,10,24,489,3,75%,5,10,88.4%,268,21,14,11,3,6,3,76%,32/42,Roosters vs Rabbitohs,Rabbitohs,2019
