,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,27:31,188,"1,566",497,3,32,40.2,169,3.45s,12,418,228,14,19,354,4,92%,3,8,80.6%,328,65,14,9,8,6,1,82%,32/39,Panthers vs Sharks,Panthers,2019
1,52%,29:48,189,"1,466",405,8,65,39.6,84,3.58s,11,401,229,20,19,443,2,88%,4,4,87.2%,342,32,18,6,9,8,0,86%,32/37,Panthers vs Sharks,Sharks,2019
