,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
31,57:01,Line Dropout,Shaun Johnson,Sharks,,,,Panthers vs Sharks,2019
32,56:45,Interchange #5,,Sharks,                   Andrew Fifita,                   Braden Hamlin-Uele,,Panthers vs Sharks,2019
33,56:43,Interchange #4,,Sharks,                   Aaron Woods,                   Paul Gallen,,Panthers vs Sharks,2019
34,55:20,Penalty - Offside inside 10m,Chad Townsend,Sharks,,,,Panthers vs Sharks,2019
35,55:08,Error,Chad Townsend,Sharks,,,,Panthers vs Sharks,2019
36,53:45,Penalty - Dangerous Tackle,Brian To'o,Panthers,,,,Panthers vs Sharks,2019
37,53:38,Error,Stephen Crichton,Panthers,,,,Panthers vs Sharks,2019
38,52:24,Error,Matt Burton,Panthers,,,,Panthers vs Sharks,2019
39,52:09,Penalty - Holding Down,James Fisher-Harris,Panthers,,,,Panthers vs Sharks,2019
40,50:22,Penalty - Dangerous Tackle,Mitchell Kenny,Panthers,,,,Panthers vs Sharks,2019
41,49:56,Interchange #3,,Panthers,                   Spencer Leniu,                   Viliame Kikau,,Panthers vs Sharks,2019
42,49:44,Penalty - Offside inside 10m,Mitchell Kenny,Panthers,,,,Panthers vs Sharks,2019
43,48:24,Line Dropout,Shaun Johnson,Sharks,,,,Panthers vs Sharks,2019
44,47:05,Line Dropout,Shaun Johnson,Sharks,,,,Panthers vs Sharks,2019
45,46:41,Kick Bomb,Nathan Cleary,Panthers,,,,Panthers vs Sharks,2019
46,45:29,Penalty - Dangerous Tackle,Paul Gallen,Sharks,,,,Panthers vs Sharks,2019
47,45:04,Conversion-Made,Nathan Cleary,Panthers,,,26-4,Panthers vs Sharks,2019
48,43:49,Video Referee,Try,Panthers,,,,Panthers vs Sharks,2019
49,43:39,Try,Dylan Edwards,Panthers,,,24-4,Panthers vs Sharks,2019
50,43:39,Linebreak,Dylan Edwards,Panthers,,,,Panthers vs Sharks,2019
51,41:31,Penalty - Leg Pull,Jack Williams,Sharks,,,,Panthers vs Sharks,2019
52,40:54,Kick Bomb,Chad Townsend,Sharks,,,,Panthers vs Sharks,2019
53,39:59,Conversion-Made,Nathan Cleary,Panthers,,,20-4,Panthers vs Sharks,2019
54,39:34,Try,Nathan Cleary,Panthers,,,18-4,Panthers vs Sharks,2019
55,39:33,Linebreak,Nathan Cleary,Panthers,,,,Panthers vs Sharks,2019
56,36:49,Penalty - 2nd Effort,Sosaia Feki,Sharks,,,,Panthers vs Sharks,2019
57,35:44,Interchange #3,,Sharks,                   Braden Hamlin-Uele,                   Andrew Fifita,,Panthers vs Sharks,2019
58,34:13,Penalty - Offside inside 10m,Jack Williams,Sharks,,,,Panthers vs Sharks,2019
59,32:44,Conversion-Missed,Shaun Johnson,Sharks,,,,Panthers vs Sharks,2019
60,32:23,Interchange #2,,Panthers,                   Reagan Campbell-Gillard,                   James Tamou,,Panthers vs Sharks,2019
61,31:16,Try,Wade Graham,Sharks,,,14-4,Panthers vs Sharks,2019
62,31:14,Linebreak,Wade Graham,Sharks,,,,Panthers vs Sharks,2019
63,30:32,Penalty - Slow Peel,James Tamou,Panthers,,,,Panthers vs Sharks,2019
64,29:15,Error,Brent Naden,Panthers,,,,Panthers vs Sharks,2019
65,27:59,Penalty - Offside Downtown,Jayden Brailey,Sharks,,,,Panthers vs Sharks,2019
66,27:12,Interchange #2,,Sharks,                   Jack Williams,                   Aaron Woods,,Panthers vs Sharks,2019
67,26:11,Conversion-Made,Nathan Cleary,Panthers,,,14-0,Panthers vs Sharks,2019
68,24:39,Try,Dylan Edwards,Panthers,,,12-0,Panthers vs Sharks,2019
69,24:34,Linebreak,Nathan Cleary,Panthers,,,,Panthers vs Sharks,2019
70,24:07,Interchange #1,,Panthers,                   Isaah Yeo,                   Moses Leota,,Panthers vs Sharks,2019
71,22:05,Kick Bomb,Jayden Brailey,Sharks,,,,Panthers vs Sharks,2019
72,20:36,Error,Viliame Kikau,Panthers,,,,Panthers vs Sharks,2019
73,19:21,Error,Wade Graham,Sharks,,,,Panthers vs Sharks,2019
74,18:01,Error,Paul Gallen,Sharks,,,,Panthers vs Sharks,2019
75,16:11,Conversion-Made,Nathan Cleary,Panthers,,,8-0,Panthers vs Sharks,2019
76,15:04,Try,Brent Naden,Panthers,,,6-0,Panthers vs Sharks,2019
77,13:34,Error,Josh Dugan,Sharks,,,,Panthers vs Sharks,2019
78,13:23,Linebreak,Sosaia Feki,Sharks,,,,Panthers vs Sharks,2019
79,12:50,Penalty - Offside Downtown,Josh Mansour,Panthers,,,,Panthers vs Sharks,2019
80,11:34,Error,Andrew Fifita,Sharks,,,,Panthers vs Sharks,2019
81,11:04,Penalty - Slow Peel,James Fisher-Harris,Panthers,,,,Panthers vs Sharks,2019
82,09:02,Penalty Shot-Made,Nathan Cleary,Panthers,,,2-0,Panthers vs Sharks,2019
83,07:50,Penalty - Ball Strip,Aaron Woods,Sharks,,,,Panthers vs Sharks,2019
84,07:22,Penalty - Escorts,Bronson Xerri,Sharks,,,,Panthers vs Sharks,2019
85,07:18,Kick Bomb,Nathan Cleary,Panthers,,,,Panthers vs Sharks,2019
86,06:40,Interchange #1,,Sharks,                   Andrew Fifita,                   Matt Prior,,Panthers vs Sharks,2019
87,05:38,Kick Bomb,Nathan Cleary,Panthers,,,,Panthers vs Sharks,2019
88,02:34,Error,James Fisher-Harris,Panthers,,,,Panthers vs Sharks,2019
89,01:17,Error,Sosaia Feki,Sharks,,,,Panthers vs Sharks,2019
90,01:12,Line Dropout,Dylan Edwards,Panthers,,,,Panthers vs Sharks,2019
91,00:04,Error,Matt Burton,Panthers,,,,Panthers vs Sharks,2019
92,00:00,KICK OFF,,,,,,Panthers vs Sharks,2019
