,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,24:45,168,"1,380",514,3,18,41.8,156,3.44s,8,345,183,23,16,329,0,55%,3,8,90.8%,363,26,11,11,5,8,2,79%,26/33,Wests Tigers vs Titans,Wests Tigers,2017
1,54%,29:03,185,"1,538",605,5,26,41.6,172,3.88s,6,401,215,28,21,416,1,89%,2,7,92.5%,346,18,10,11,4,6,0,81%,30/37,Wests Tigers vs Titans,Titans,2017
