,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Bulldogs vs Broncos,2019
1,80:00,Penalty Shot-Missed,Morgan Harper,Bulldogs,,,,Bulldogs vs Broncos,2019
2,79:48,Penalty - Ball Strip,Payne Haas,Broncos,,,,Bulldogs vs Broncos,2019
3,75:44,Error,Kotoni Staggs,Broncos,,,,Bulldogs vs Broncos,2019
4,75:01,Error,Raymond Faitala-Mariner,Bulldogs,,,,Bulldogs vs Broncos,2019
5,74:30,Error,Kotoni Staggs,Broncos,,,,Bulldogs vs Broncos,2019
6,72:04,Conversion-Made,Nick Meaney,Bulldogs,,,30-14,Bulldogs vs Broncos,2019
7,71:25,Interchange #7,,Bulldogs,                   Chris Smith,                   Aiden Tolman,,Bulldogs vs Broncos,2019
8,70:59,Interchange #8,,Broncos,                   Izaia Perese,                   Jamayne Isaako,,Bulldogs vs Broncos,2019
9,70:59,Video Referee,Try,Bulldogs,,,,Bulldogs vs Broncos,2019
10,70:46,Try,Reimis Smith,Bulldogs,,,28-14,Bulldogs vs Broncos,2019
11,70:35,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
12,69:35,Kick Bomb,Jake Turpin,Broncos,,,,Bulldogs vs Broncos,2019
13,68:57,Interchange #7,,Broncos,                   Payne Haas,                   Thomas Flegler,,Bulldogs vs Broncos,2019
14,67:00,Penalty - Scrum Infringement,Matthew Lodge,Broncos,,,,Bulldogs vs Broncos,2019
15,66:13,Error,Kotoni Staggs,Broncos,,,,Bulldogs vs Broncos,2019
16,65:57,Linebreak,James Segeyaro,Broncos,,,,Bulldogs vs Broncos,2019
17,65:34,Conversion-Missed,Jamayne Isaako,Broncos,,,,Bulldogs vs Broncos,2019
18,65:19,Interchange #6,,Bulldogs,                   Adam Elliott,                   Jack Cogger,,Bulldogs vs Broncos,2019
19,64:35,Try,Anthony Milford,Broncos,,,24-14,Bulldogs vs Broncos,2019
20,64:33,Linebreak,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
21,64:04,Penalty - Hand in the Ruck,Morgan Harper,Bulldogs,,,,Bulldogs vs Broncos,2019
