,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
22,63:32,Error,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
23,62:35,Error,Kotoni Staggs,Broncos,,,,Bulldogs vs Broncos,2019
24,62:09,Interchange #6,,Broncos,                   Thomas Flegler,                   Payne Haas,,Bulldogs vs Broncos,2019
25,61:12,Kick Bomb,Jake Turpin,Broncos,,,,Bulldogs vs Broncos,2019
26,59:21,Conversion-Made,Nick Meaney,Bulldogs,,,24-10,Bulldogs vs Broncos,2019
27,58:06,Video Referee,Try,Bulldogs,,,,Bulldogs vs Broncos,2019
28,57:51,Try,Nick Meaney,Bulldogs,,,22-10,Bulldogs vs Broncos,2019
29,57:51,Linebreak,Nick Meaney,Bulldogs,,,,Bulldogs vs Broncos,2019
30,56:30,Error,Corey Oates,Broncos,,,,Bulldogs vs Broncos,2019
31,56:02,Linebreak,Corey Harawira-Naera,Bulldogs,,,,Bulldogs vs Broncos,2019
32,55:54,Interchange #5,,Bulldogs,                   Dylan Napa,                   Chris Smith,,Bulldogs vs Broncos,2019
33,55:21,Interchange #5,,Broncos,                   Patrick Carrigan,                   Thomas Flegler,,Bulldogs vs Broncos,2019
34,53:23,Interchange #4,,Broncos,                   James Segeyaro,                   Andrew McCullough,,Bulldogs vs Broncos,2019
35,52:48,Interchange #4,,Bulldogs,                   Raymond Faitala-Mariner,                   Renouf Toomaga,,Bulldogs vs Broncos,2019
36,52:13,Kick Bomb,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
37,51:26,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
38,50:30,Conversion-Made,Nick Meaney,Bulldogs,,,18-10,Bulldogs vs Broncos,2019
39,49:32,Interchange #3,,Broncos,                   Matthew Lodge,                   Rhys Kennedy,,Bulldogs vs Broncos,2019
40,49:29,Video Referee,Try,Bulldogs,,,,Bulldogs vs Broncos,2019
41,49:25,Try,Nick Meaney,Bulldogs,,,16-10,Bulldogs vs Broncos,2019
42,48:27,Penalty - Ball Strip,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
43,47:33,Penalty - Holding Down,Payne Haas,Broncos,,,,Bulldogs vs Broncos,2019
44,46:25,Error,Rhys Kennedy,Broncos,,,,Bulldogs vs Broncos,2019
45,46:00,Error,Nick Meaney,Bulldogs,,,,Bulldogs vs Broncos,2019
46,44:16,Error,Matt Gillett,Broncos,,,,Bulldogs vs Broncos,2019
47,43:45,Error,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
48,43:09,Error,Darius Boyd,Broncos,,,,Bulldogs vs Broncos,2019
49,41:50,Penalty - Leg Pull,Morgan Harper,Bulldogs,,,,Bulldogs vs Broncos,2019
50,40:47,Kick Bomb,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
51,39:37,Conversion-Made,Jamayne Isaako,Broncos,,,12-10,Bulldogs vs Broncos,2019
52,38:22,Try,Kotoni Staggs,Broncos,,,12-8,Bulldogs vs Broncos,2019
53,38:14,Kick Bomb,Jake Turpin,Broncos,,,,Bulldogs vs Broncos,2019
54,37:21,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
55,37:03,Interchange #3,,Bulldogs,                   Jack Cogger,                   Jeremy Marshall-King,,Bulldogs vs Broncos,2019
56,36:28,Kick Bomb,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
57,35:28,Conversion-Missed,Jamayne Isaako,Broncos,,,,Bulldogs vs Broncos,2019
58,34:28,Video Referee,Try,Broncos,,,,Bulldogs vs Broncos,2019
59,34:20,Try,Kotoni Staggs,Broncos,,,12-4,Bulldogs vs Broncos,2019
60,34:19,Linebreak,Kotoni Staggs,Broncos,,,,Bulldogs vs Broncos,2019
61,33:43,Penalty - Marker Not Square,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
62,33:07,Penalty - Leg Pull,Josh Jackson,Bulldogs,,,,Bulldogs vs Broncos,2019
63,31:40,Kick Bomb,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
64,27:35,Penalty - Offside inside 10m,Thomas Flegler,Broncos,,,,Bulldogs vs Broncos,2019
65,26:38,Interchange #2,,Broncos,                   Thomas Flegler,                   Matthew Lodge,,Bulldogs vs Broncos,2019
66,24:55,Error,Matthew Lodge,Broncos,,,,Bulldogs vs Broncos,2019
67,24:23,Interchange #1,,Broncos,                   Rhys Kennedy,                   Patrick Carrigan,,Bulldogs vs Broncos,2019
68,24:00,Interchange #2,,Bulldogs,                   Renouf Toomaga,                   Dylan Napa,,Bulldogs vs Broncos,2019
69,23:36,Interchange #1,,Bulldogs,                   Chris Smith,                   Adam Elliott,,Bulldogs vs Broncos,2019
70,22:10,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
71,21:32,Error,Jayden Okunbor,Bulldogs,,,,Bulldogs vs Broncos,2019
72,19:29,Error,Anthony Milford,Broncos,,,,Bulldogs vs Broncos,2019
73,16:35,Penalty - Ball Strip,Reimis Smith,Bulldogs,,,,Bulldogs vs Broncos,2019
74,15:44,Error,Kieran Foran,Bulldogs,,,,Bulldogs vs Broncos,2019
75,13:25,Conversion-Made,Nick Meaney,Bulldogs,,,12-0,Bulldogs vs Broncos,2019
76,12:29,Video Referee,Try,Bulldogs,,,,Bulldogs vs Broncos,2019
77,12:16,Try,Josh Jackson,Bulldogs,,,10-0,Bulldogs vs Broncos,2019
78,12:13,Error,Corey Oates,Broncos,,,,Bulldogs vs Broncos,2019
79,12:09,Kick Bomb,Kieran Foran,Bulldogs,,,,Bulldogs vs Broncos,2019
80,10:48,Penalty Shot-Made,Nick Meaney,Bulldogs,,,6-0,Bulldogs vs Broncos,2019
81,09:34,Penalty - Ball Strip,Matt Gillett,Broncos,,,,Bulldogs vs Broncos,2019
82,08:44,Line Dropout,Jamayne Isaako,Broncos,,,,Bulldogs vs Broncos,2019
83,05:56,Penalty - Flop,Corey Harawira-Naera,Bulldogs,,,,Bulldogs vs Broncos,2019
84,05:24,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
85,04:22,Conversion-Missed,Nick Meaney,Bulldogs,,,,Bulldogs vs Broncos,2019
86,02:53,Try,Nick Meaney,Bulldogs,,,4-0,Bulldogs vs Broncos,2019
87,02:53,Linebreak,Nick Meaney,Bulldogs,,,,Bulldogs vs Broncos,2019
88,01:21,Error,Matthew Lodge,Broncos,,,,Bulldogs vs Broncos,2019
89,00:57,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Broncos,2019
90,00:00,KICK OFF,,,,,,Bulldogs vs Broncos,2019
