,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,31:24,205,"1,791",588,3,31,44.8,219,3.57s,11,452,249,20,22,747,1,82%,6,1,85.2%,339,49,0,10,6,6,7,85%,34/40,Bulldogs vs Broncos,Bulldogs,2019
1,46%,26:45,164,"1,658",580,3,49,43.6,229,3.36s,6,367,200,14,16,397,0,56%,7,3,89.1%,384,31,1,16,12,6,8,71%,27/38,Bulldogs vs Broncos,Broncos,2019
