,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,20:25,147,"1,202",327,3,18,34.4,146,3.31s,12,313,163,17,12,264,0,78%,2,4,87%,322,30,0,18,15,4,8,2,60%,21/35,Warriors vs Eels,Warriors,2016
1,57%,27:05,163,"1,495",405,5,30,37.4,180,3.8s,11,400,221,15,22,594,5,14%,0,8,89.3%,266,18,2,14,7,7,7,1,85%,34/40,Warriors vs Eels,Eels,2016
