,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,23:45,156,"1,255",199,3,34,35.9,147,3.62s,10,344,182,13,14,331,0,62%,5,2,86.9%,319,29,1,19,11,7,8,2,74%,26/35,Roosters vs Warriors,Roosters,2016
1,51%,24:44,175,"1,501",194,7,29,38.5,213,3.26s,12,387,215,17,13,356,1,56%,3,4,85%,278,34,0,15,10,9,8,0,67%,26/39,Roosters vs Warriors,Warriors,2016
