,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,27:48,183,"1,655",549,2,20,43.6,202,10,399,207,5,26,899,1,100%,2,2,89.2%,314,25,13,2,1,71%,27/38,Bulldogs vs Rabbitohs,Bulldogs,2013
1,45%,22:44,181,"1,844",613,2,25,49.9,352,8,408,200,5,29,855,2,100%,4,4,91.3%,355,20,14,3,0,89%,33/37,Bulldogs vs Rabbitohs,Rabbitohs,2013
