,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,31:19,192,"1,435",361,3,41,31.2,100,3.44s,4,457,251,66,21,540,2,73%,5,6,84.7%,342,35,27,6,9,10,87%,40/46,Knights vs Sea Eagles,Knights,2018
1,49%,30:05,178,"1,657",473,4,35,38.5,225,3.56s,17,403,217,71,13,285,2,69%,5,3,88.8%,366,41,5,16,11,10,67%,29/43,Knights vs Sea Eagles,Sea Eagles,2018
