,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,22:30,142,"1,454",481,4,28,37.3,312,3.55s,3,323,165,13,17,472,0,64%,2,5,84.9%,316,39,17,12,7,8,0,74%,29/39,Broncos vs Roosters,Broncos,2016
1,53%,25:23,171,"1,443",485,2,39,37,167,3.58s,13,417,229,7,22,636,2,50%,5,4,89.5%,282,28,5,12,6,6,2,74%,29/39,Broncos vs Roosters,Roosters,2016
