,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,26:39,180,"1,455",402,4,20,37.3,153,3.8s,14,442,255,28,20,578,1,78%,3,4,85.9%,287,26,21,7,4,8,82%,32/39,Cowboys vs Sea Eagles,Cowboys,2016
1,47%,23:38,159,"1,504",392,5,26,43,136,3.84s,11,355,179,13,18,468,0,73%,6,2,88.1%,317,20,23,9,6,8,77%,27/35,Cowboys vs Sea Eagles,Sea Eagles,2016
