,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,20:42,142,"1,206",409,3,13,33.5,117,4,330,175,1,17,522,1,75%,1,4,88.3%,339,22,23,8,78%,28/36,Warriors vs Bulldogs,Warriors,2013
1,57%,27:26,192,"1,779",599,4,22,43.4,243,14,444,257,2,19,396,2,93%,3,5,93.6%,279,13,6,8,68%,28/41,Warriors vs Bulldogs,Bulldogs,2013
