,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:06,164,"1,409",484,3,22,33.6,146,10,408,227,9,20,632,2,92%,2,4,89.2%,306,28,0,9,6,67%,28/42,Raiders vs Knights,Raiders,2014
1,49%,25:05,149,"1,529",527,7,28,42.5,193,5,356,182,9,22,732,0,87%,3,1,88.6%,295,22,1,16,10,81%,29/36,Raiders vs Knights,Knights,2014
