,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,44%,24:33,186,"1,667",557,7,30,45.1,126,2.97s,13,416,229,13,19,583,1,83%,2,3,88.9%,359,28,0,17,9,6,7,1,86%,32/37,Bulldogs vs Cowboys,Bulldogs,2019
1,56%,31:14,190,"1,663",562,1,28,42.7,217,3.15s,11,427,231,14,24,566,4,75%,3,6,86.3%,334,30,1,23,11,4,8,0,82%,32/39,Bulldogs vs Cowboys,Cowboys,2019
