,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Dragons vs Roosters,2019
1,79:21,Error,Zane Tetevano,Roosters,,,,Dragons vs Roosters,2019
2,77:28,Interchange - HIA,,Dragons,                   Paul Vaughan,                   James Graham,,Dragons vs Roosters,2019
3,76:54,Error,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
4,76:14,Interchange #8,,Roosters,                   Zane Tetevano,                   Isaac Liu,,Dragons vs Roosters,2019
5,75:55,Error,James Graham,Dragons,,,,Dragons vs Roosters,2019
6,75:36,Error,Lindsay Collins,Roosters,,,,Dragons vs Roosters,2019
7,73:30,Error,James Graham,Dragons,,,,Dragons vs Roosters,2019
8,73:24,Kick Bomb,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
9,70:37,Error,Timoteo Lafai,Dragons,,,,Dragons vs Roosters,2019
10,70:14,Interchange #7,,Dragons,                   Luciano Leilua,                   Blake Lawrie,,Dragons vs Roosters,2019
11,69:29,Error,Angus Crichton,Roosters,,,,Dragons vs Roosters,2019
12,67:19,Linebreak,Lindsay Collins,Roosters,,,,Dragons vs Roosters,2019
13,66:26,Error,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
14,65:36,Interchange #7,,Roosters,                   Lindsay Collins,                   Nat Butcher,,Dragons vs Roosters,2019
15,65:31,Penalty - Escorts,Jared Waerea-Hargreaves,Roosters,,,,Dragons vs Roosters,2019
16,65:29,Kick Bomb,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
17,62:37,Interchange #6,,Dragons,                   James Graham,                   Paul Vaughan,,Dragons vs Roosters,2019
18,60:47,Interchange #6,,Roosters,                   Sam Verrills,                   Victor Radley,,Dragons vs Roosters,2019
19,60:44,Conversion-Made,Gareth Widdop,Dragons,,,12-34,Dragons vs Roosters,2019
20,60:32,Interchange #5,,Dragons,                   Tyson Frizell,                   Luciano Leilua,,Dragons vs Roosters,2019
21,60:15,Interchange - HIA Cleared,,Dragons,                   Blake Lawrie,                   Jeremy Latimore,,Dragons vs Roosters,2019
22,59:30,Try,Luciano Leilua,Dragons,,,10-34,Dragons vs Roosters,2019
23,59:29,Error,Billy Smith,Roosters,,,,Dragons vs Roosters,2019
24,59:02,Linebreak,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
