,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
25,57:49,Interchange #5,,Roosters,                   Isaac Liu,                   Siosiua Taukeiaho,,Dragons vs Roosters,2019
26,57:43,Error,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
27,57:38,Interchange #4,,Roosters,                   Jared Waerea-Hargreaves,                   Zane Tetevano,,Dragons vs Roosters,2019
28,57:16,Error,Tristan Sailor,Dragons,,,,Dragons vs Roosters,2019
29,56:11,Penalty - Escorts,Billy Smith,Roosters,,,,Dragons vs Roosters,2019
30,55:06,Conversion-Made,Gareth Widdop,Dragons,,,6-34,Dragons vs Roosters,2019
31,53:55,Try,Tristan Sailor,Dragons,,,4-34,Dragons vs Roosters,2019
32,53:52,Linebreak,Tristan Sailor,Dragons,,,,Dragons vs Roosters,2019
33,53:11,Penalty - Slow Peel,Angus Crichton,Roosters,,,,Dragons vs Roosters,2019
34,52:23,Interchange #4,,Dragons,                   Jacob Host,                   Korbin Sims,,Dragons vs Roosters,2019
35,52:18,Error,Zane Tetevano,Roosters,,,,Dragons vs Roosters,2019
36,51:21,Penalties - Other,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
37,51:15,Conversion-Made,Cooper Cronk,Roosters,,,0-34,Dragons vs Roosters,2019
38,49:46,Try,James Tedesco,Roosters,,,0-32,Dragons vs Roosters,2019
39,49:45,Linebreak,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
40,49:34,Linebreak,Victor Radley,Roosters,,,,Dragons vs Roosters,2019
41,48:32,Penalty - Obstruction,Luciano Leilua,Dragons,,,,Dragons vs Roosters,2019
42,47:18,Error,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
43,44:46,Interchange - HIA,,Dragons,                   Paul Vaughan,                   Blake Lawrie,,Dragons vs Roosters,2019
44,44:40,Error,Timoteo Lafai,Dragons,,,,Dragons vs Roosters,2019
45,44:35,Error,Victor Radley,Roosters,,,,Dragons vs Roosters,2019
46,42:56,Error,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
47,41:59,Penalty - Dangerous Tackle,Tristan Sailor,Dragons,,,,Dragons vs Roosters,2019
48,41:56,Kick Bomb,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
49,39:41,Kick Bomb,Luke Keary,Roosters,,,,Dragons vs Roosters,2019
50,37:14,Error,Billy Smith,Roosters,,,,Dragons vs Roosters,2019
51,36:20,Kick Bomb,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
52,35:00,Error,Brett Morris,Roosters,,,,Dragons vs Roosters,2019
53,33:56,Penalty - Offside inside 10m,Corey Norman,Dragons,,,,Dragons vs Roosters,2019
54,33:32,Conversion-Missed,Siosiua Taukeiaho,Roosters,,,,Dragons vs Roosters,2019
55,32:01,Try,Daniel Tupou,Roosters,,,0-28,Dragons vs Roosters,2019
56,30:58,Interchange #3,,Roosters,                   Zane Tetevano,                   Sam Verrills,,Dragons vs Roosters,2019
57,30:17,Interchange #3,,Dragons,                   Jeremy Latimore,                   Paul Vaughan,,Dragons vs Roosters,2019
58,28:35,Interchange #2,,Dragons,                   Korbin Sims,                   Tyson Frizell,,Dragons vs Roosters,2019
59,28:17,Kick Bomb,Luke Keary,Roosters,,,,Dragons vs Roosters,2019
60,27:11,Conversion-Made,Siosiua Taukeiaho,Roosters,,,0-24,Dragons vs Roosters,2019
61,27:09,Interchange #1,,Dragons,                   Blake Lawrie,                   James Graham,,Dragons vs Roosters,2019
62,26:22,Interchange #2,,Roosters,                   Nat Butcher,                   Jared Waerea-Hargreaves,,Dragons vs Roosters,2019
63,25:42,Try,Victor Radley,Roosters,,,0-22,Dragons vs Roosters,2019
64,25:42,Linebreak,Victor Radley,Roosters,,,,Dragons vs Roosters,2019
65,24:56,Interchange #1,,Roosters,                   Siosiua Taukeiaho,                   Isaac Liu,,Dragons vs Roosters,2019
66,24:51,Penalty - Offside inside 10m,James Graham,Dragons,,,,Dragons vs Roosters,2019
67,23:57,Error,Euan Aitken,Dragons,,,,Dragons vs Roosters,2019
68,23:30,Linebreak,Gareth Widdop,Dragons,,,,Dragons vs Roosters,2019
69,23:02,Kick Bomb,Luke Keary,Roosters,,,,Dragons vs Roosters,2019
70,20:55,Penalty - Ball Strip,Angus Crichton,Roosters,,,,Dragons vs Roosters,2019
71,20:39,Kick Bomb,Joseph Manu,Roosters,,,,Dragons vs Roosters,2019
72,19:04,Error,Tristan Sailor,Dragons,,,,Dragons vs Roosters,2019
73,18:26,Penalty - Dangerous Tackle,Victor Radley,Roosters,,,,Dragons vs Roosters,2019
74,17:17,Penalty - Offside inside 10m,Sam Verrills,Roosters,,,,Dragons vs Roosters,2019
75,16:05,Conversion-Made,Cooper Cronk,Roosters,,,0-18,Dragons vs Roosters,2019
76,14:27,Try,Billy Smith,Roosters,,,0-16,Dragons vs Roosters,2019
77,14:21,Linebreak,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
78,12:11,Conversion-Made,Cooper Cronk,Roosters,,,0-12,Dragons vs Roosters,2019
79,11:03,Video Referee,Try,Roosters,,,,Dragons vs Roosters,2019
80,11:01,Try,Isaac Liu,Roosters,,,0-10,Dragons vs Roosters,2019
81,08:26,Conversion-Made,Cooper Cronk,Roosters,,,0-6,Dragons vs Roosters,2019
82,06:56,Try,Joseph Manu,Roosters,,,0-4,Dragons vs Roosters,2019
83,06:56,Linebreak,Joseph Manu,Roosters,,,,Dragons vs Roosters,2019
84,06:02,Penalty - 2nd Effort,Tyson Frizell,Dragons,,,,Dragons vs Roosters,2019
85,05:41,Error,Tyson Frizell,Dragons,,,,Dragons vs Roosters,2019
86,04:38,Penalty - Slow Peel,Angus Crichton,Roosters,,,,Dragons vs Roosters,2019
87,03:51,Penalty - Dangerous Tackle,Billy Smith,Roosters,,,,Dragons vs Roosters,2019
88,03:46,Kick Bomb,Cooper Cronk,Roosters,,,,Dragons vs Roosters,2019
89,00:02,Penalties - Other,James Tedesco,Roosters,,,,Dragons vs Roosters,2019
90,00:00,KICK OFF,,,,,,Dragons vs Roosters,2019
