,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,27:12,163,"1,554",548,3,42,43.2,232,3.85s,5,383,203,11,19,513,1,100%,6,2,88.1%,327,32,1,12,7,4,8,2,83%,30/36,Knights vs Broncos,Knights,2018
1,49%,26:08,164,"1,604",511,5,32,41.1,173,3.72s,6,371,196,19,23,724,6,90%,2,7,87.5%,330,42,1,5,10,5,7,0,77%,30/39,Knights vs Broncos,Broncos,2018
