,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Cowboys vs Knights,2015
1,79:59,Penalty Shot-Missed,Kyle Feldt,Cowboys,,,,Cowboys vs Knights,2015
2,79:56,Penalty - Holding Down,Kurt Gidley,Knights,,,,Cowboys vs Knights,2015
3,78:06,Kick Bomb,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
4,76:22,Kick Bomb,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
5,73:55,Conversion-Made,Tyrone Roberts,Knights,,,14-16,Cowboys vs Knights,2015
6,72:15,Try,Joseph Leilua,Knights,,,14-14,Cowboys vs Knights,2015
7,72:13,Linebreak,Joseph Leilua,Knights,,,,Cowboys vs Knights,2015
8,71:55,Linebreak,Kade Snowden,Knights,,,,Cowboys vs Knights,2015
9,70:25,Kick Bomb,Tyrone Roberts,Knights,,,,Cowboys vs Knights,2015
10,65:51,Interchange - Sin Bin Return,Sione Mata'utia,Knights,,,,Cowboys vs Knights,2015
11,63:47,Conversion-Made,Tyrone Roberts,Knights,,,14-10,Cowboys vs Knights,2015
12,62:38,Try,Akuila Uate,Knights,,,14-8,Cowboys vs Knights,2015
13,62:37,Linebreak,Akuila Uate,Knights,,,,Cowboys vs Knights,2015
14,61:21,Penalty - 2nd Effort,Jarrod Mullen,Knights,,,,Cowboys vs Knights,2015
15,59:55,Interchange - Sin Bin Return,Korbin Sims,Knights,,,,Cowboys vs Knights,2015
16,59:03,Linebreak,Kurt Gidley,Knights,,,,Cowboys vs Knights,2015
17,55:24,Kick Bomb,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
18,54:09,Kick Bomb,Jarrod Mullen,Knights,,,,Cowboys vs Knights,2015
19,53:00,Penalty - Offside inside 10m,Robert Lui,Cowboys,,,,Cowboys vs Knights,2015
20,51:31,Penalty - Dangerous Tackle,Chris Houston,Knights,,,,Cowboys vs Knights,2015
21,50:58,Interchange - Sin Bin Return,Joseph Leilua,Knights,,,,Cowboys vs Knights,2015
22,50:53,Kick Bomb,Jarrod Mullen,Knights,,,,Cowboys vs Knights,2015
23,49:43,On Report,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
24,49:38,Penalty - Dangerous Tackle,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
25,47:57,Interchange - Sin Bin Return,David Fa'alogo,Knights,,,,Cowboys vs Knights,2015
26,47:17,Penalty - Ball Strip,Gavin Cooper,Cowboys,,,,Cowboys vs Knights,2015
27,45:26,On Report,Chris Houston,Knights,,,,Cowboys vs Knights,2015
28,45:26,Penalty - Dangerous Tackle,Chris Houston,Knights,,,,Cowboys vs Knights,2015
29,45:15,Interchange - Sin Bin Return,Ethan Lowe,Cowboys,,,,Cowboys vs Knights,2015
30,44:46,Penalty - 2nd Effort,Sione Mata'utia,Knights,,,,Cowboys vs Knights,2015
31,44:39,Kick Bomb,Jarrod Mullen,Knights,,,,Cowboys vs Knights,2015
32,43:21,Penalty - Offside Downtown,Matthew Wright,Cowboys,,,,Cowboys vs Knights,2015
33,39:33,Conversion-Missed,Tyrone Roberts,Knights,,,,Cowboys vs Knights,2015
34,38:04,Try,Joseph Leilua,Knights,,,14-4,Cowboys vs Knights,2015
35,38:04,Linebreak,Joseph Leilua,Knights,,,,Cowboys vs Knights,2015
36,36:45,Interchange - Sin Bin Return,Gavin Cooper,Cowboys,,,,Cowboys vs Knights,2015
37,35:59,Kick Bomb,Jarrod Mullen,Knights,,,,Cowboys vs Knights,2015
38,32:43,Interchange - Sin Bin Return,Johnathan Thurston,Cowboys,,,,Cowboys vs Knights,2015
39,32:27,Kick Bomb,Robert Lui,Cowboys,,,,Cowboys vs Knights,2015
40,29:22,Penalty - Hand in the Ruck,Chris Houston,Knights,,,,Cowboys vs Knights,2015
41,28:02,Penalty Shot-Made,Johnathan Thurston,Cowboys,,,14-0,Cowboys vs Knights,2015
42,26:42,Penalty - Dangerous Tackle,Joseph Leilua,Knights,,,,Cowboys vs Knights,2015
43,26:08,Penalty - Crowding,Chris Houston,Knights,,,,Cowboys vs Knights,2015
44,20:59,Interchange - Sin Bin Return,James McManus,Knights,,,,Cowboys vs Knights,2015
45,19:01,Conversion-Made,Johnathan Thurston,Cowboys,,,12-0,Cowboys vs Knights,2015
46,18:17,On Report,Beau Scott,Knights,,,,Cowboys vs Knights,2015
47,17:40,Try,Matthew Scott,Cowboys,,,10-0,Cowboys vs Knights,2015
48,17:38,Interchange - Sin Bin Return,Kurt Gidley,Knights,,,,Cowboys vs Knights,2015
49,17:34,Kick Bomb,Robert Lui,Cowboys,,,,Cowboys vs Knights,2015
50,14:15,Conversion-Made,Johnathan Thurston,Cowboys,,,6-0,Cowboys vs Knights,2015
51,13:09,Video Referee,Try,Cowboys,,,,Cowboys vs Knights,2015
52,13:09,Try,Ethan Lowe,Cowboys,,,4-0,Cowboys vs Knights,2015
53,12:01,Penalties - Other,Dane Gagai,Knights,,,,Cowboys vs Knights,2015
54,09:33,Penalty - Slow Peel,Matthew Scott,Cowboys,,,,Cowboys vs Knights,2015
55,03:29,Penalty - Crowding,Kade Snowden,Knights,,,,Cowboys vs Knights,2015
56,01:57,Penalty - Offside inside 10m,Rory Kostjasyn,Cowboys,,,,Cowboys vs Knights,2015
57,00:00,KICK OFF,,,,,,Cowboys vs Knights,2015
