,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,35%,17:59,142,"1,315",458,6,23,37.6,135,3,349,192,10,14,428,0,93%,6,0,88.2%,321,23,1,20,3,63%,22/35,Sea Eagles vs Cowboys,Sea Eagles,2014
1,65%,33:25,176,"1,561",577,4,23,45.9,197,14,460,259,16,23,544,3,100%,3,6,90.6%,279,23,0,6,4,71%,24/34,Sea Eagles vs Cowboys,Cowboys,2014
