,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:10,189,"1,706",488,8,28,44.9,183,3.68s,10,395,211,16,20,596,1,83%,1,5,86.8%,316,38,10,8,8,6,6,82%,31/38,Wests Tigers vs Knights,Wests Tigers,2016
1,49%,25:09,159,"1,609",566,4,38,40.2,236,3.71s,7,372,198,20,19,426,2,75%,7,5,88.9%,343,28,15,8,8,8,0,70%,28/40,Wests Tigers vs Knights,Knights,2016
