,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,41%,19:01,141,"1,338",537,1,22,39.4,152,12,338,170,13,20,563,1,64%,4,4,90.6%,349,26,10,7,1,71%,24/34,Sharks vs Cowboys,Sharks,2013
1,59%,27:22,180,"1,662",572,5,26,42.6,189,9,409,217,19,19,491,0,86%,3,5,88.3%,294,22,17,6,0,72%,28/39,Sharks vs Cowboys,Cowboys,2013
