,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,29:09,181,"1,668",513,3,26,43.9,180,3.88s,10,388,197,55,19,404,1,67%,0,5,90.3%,335,32,0,4,9,6,8,76%,29/38,Broncos vs Raiders,Broncos,2017
1,45%,23:51,159,"1,468",460,3,32,39.7,167,3.49s,2,354,193,34,15,382,3,56%,3,4,88.9%,338,26,1,16,15,4,7,68%,25/37,Broncos vs Raiders,Raiders,2017
