,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,26:51,172,"1,565",520,5,36,42.3,145,3.31s,5,374,191,25,25,694,2,67%,3,4,79.9%,321,51,1,30,6,7,8,2,89%,33/37,Broncos vs Panthers,Broncos,2017
1,50%,26:51,187,"1,637",516,7,51,44.2,159,2.91s,21,410,230,32,9,264,0,56%,4,0,87.3%,317,36,1,10,16,3,7,1,62%,23/37,Broncos vs Panthers,Panthers,2017
