,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,29:44,196,"1,841",560,8,45,44.9,246,3.36s,13,445,237,13,24,574,1,92%,4,7,87.8%,331,27,0,19,9,7,8,0,85%,35/41,Roosters vs Cowboys,Roosters,2016
1,48%,27:26,171,"1,537",539,2,27,40.5,189,3.22s,9,454,270,11,22,659,1,76%,4,3,84.3%,360,45,1,22,8,6,8,2,79%,30/38,Roosters vs Cowboys,Cowboys,2016
