,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,27:24,175,"1,572",529,2,28,39.3,209,3.62s,11,424,222,19,27,716,0,62%,5,9,89.6%,369,25,0,18,7,7,8,82%,33/40,Broncos vs Bulldogs,Broncos,2016
1,50%,27:24,180,"1,419",470,1,25,33,170,3.37s,11,416,216,11,24,605,2,61%,4,6,87.8%,317,28,1,16,16,5,8,67%,29/43,Broncos vs Bulldogs,Bulldogs,2016
