,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,27:54,187,"1,516",542,4,26,44.6,133,3.9s,17,399,223,42,18,440,1,50%,2,5,86.3%,314,35,0,15,9,6,8,1,79%,27/34,Broncos vs Rabbitohs,Broncos,2017
1,47%,24:45,165,"1,379",547,1,35,39.4,174,3.43s,9,363,192,37,19,534,2,75%,4,3,86.2%,325,26,1,26,10,6,7,2,80%,28/35,Broncos vs Rabbitohs,Rabbitohs,2017
