,Event Type,Player,Player Off,Player On,Score,Team,Time,Match,Year
0,FULL TIME,,,,,,80:00,Titans vs Warriors,2013
1,Penalties - Other,Sam Rapira,,,,Warriors,78:09,Titans vs Warriors,2013
2,Conversion-Made,Aidan Sezer,,,22-24,Titans,76:58,Titans vs Warriors,2013
3,Try,Anthony Don,,,20-24,Titans,76:07,Titans vs Warriors,2013
4,Linebreak,Anthony Don,,,,Titans,76:07,Titans vs Warriors,2013
5,Penalty - Ball Strip,Konrad Hurrell,,,,Warriors,75:26,Titans vs Warriors,2013
6,Linebreak,Konrad Hurrell,,,,Warriors,74:48,Titans vs Warriors,2013
7,Penalty - Obstruction,Simon Mannering,,,,Warriors,70:14,Titans vs Warriors,2013
8,Penalty Shot-Made,Shaun Johnson,,,16-24,Warriors,67:18,Titans vs Warriors,2013
9,Penalty - Offside inside 10m,Albert Kelly,,,,Titans,66:52,Titans vs Warriors,2013
10,Penalty - Dangerous Tackle,Nathan Friend,,,,Warriors,64:02,Titans vs Warriors,2013
11,Conversion-Made,Shaun Johnson,,,16-22,Warriors,62:42,Titans vs Warriors,2013
12,Try,Jerome Ropati,,,16-20,Warriors,61:20,Titans vs Warriors,2013
13,Linebreak,Shaun Johnson,,,,Warriors,61:15,Titans vs Warriors,2013
14,Interchange - Sin Bin Return,Konrad Hurrell,,,,Warriors,59:34,Titans vs Warriors,2013
15,Line Dropout,Aidan Sezer,,,,Titans,58:34,Titans vs Warriors,2013
16,Penalty - Escorts,Brad Takairangi,,,,Titans,55:47,Titans vs Warriors,2013
17,Kick Bomb,Albert Kelly,,,,Titans,55:43,Titans vs Warriors,2013
18,Penalty - Holding Down,Sam Rapira,,,,Warriors,50:48,Titans vs Warriors,2013
19,Interchange - Sin Bin Return,Nathan Friend,,,,Warriors,50:27,Titans vs Warriors,2013
20,Kick Bomb,Shaun Johnson,,,,Warriors,50:22,Titans vs Warriors,2013
21,Kick Bomb,Shaun Johnson,,,,Warriors,48:41,Titans vs Warriors,2013
22,Kick Bomb,Shaun Johnson,,,,Warriors,47:07,Titans vs Warriors,2013
23,Conversion-Made,Shaun Johnson,,,16-16,Warriors,45:49,Titans vs Warriors,2013
24,Try,Konrad Hurrell,,,16-14,Warriors,44:25,Titans vs Warriors,2013
25,Linebreak,Konrad Hurrell,,,,Warriors,44:19,Titans vs Warriors,2013
26,Conversion-Missed,Shaun Johnson,,,,Warriors,39:23,Titans vs Warriors,2013
27,Try,Jerome Ropati,,,16-10,Warriors,38:13,Titans vs Warriors,2013
28,Linebreak,Jerome Ropati,,,,Warriors,38:12,Titans vs Warriors,2013
29,Interchange - Sin Bin Return,Ben Ridge,,,,Titans,37:29,Titans vs Warriors,2013
30,Conversion-Missed,Aidan Sezer,,,,Titans,36:39,Titans vs Warriors,2013
31,Try,Brad Takairangi,,,16-6,Titans,34:59,Titans vs Warriors,2013
32,Interchange - Sin Bin Return,Manu Vatuvei,,,,Warriors,34:57,Titans vs Warriors,2013
33,Kick Bomb,Albert Kelly,,,,Titans,34:54,Titans vs Warriors,2013
34,Penalty - Dangerous Tackle,Kevin Locke,,,,Warriors,30:28,Titans vs Warriors,2013
35,Kick Bomb,Shaun Johnson,,,,Warriors,30:24,Titans vs Warriors,2013
36,Interchange - Sin Bin Return,Jacob Lillyman,,,,Warriors,27:57,Titans vs Warriors,2013
37,Penalty - Slow Peel,Nate Myles,,,,Titans,26:59,Titans vs Warriors,2013
38,Penalty - Slow Peel,David Mead,,,,Titans,23:09,Titans vs Warriors,2013
39,Penalty - Offside inside 10m,Beau Falloon,,,,Titans,22:24,Titans vs Warriors,2013
40,Penalty - Marker Not Square,Nate Myles,,,,Titans,21:28,Titans vs Warriors,2013
41,Conversion-Made,Aidan Sezer,,,12-6,Titans,19:34,Titans vs Warriors,2013
42,Try,Ryan James,,,10-6,Titans,18:29,Titans vs Warriors,2013
43,Linebreak,Ryan James,,,,Titans,18:29,Titans vs Warriors,2013
44,Interchange - Sin Bin Return,Konrad Hurrell,,,,Warriors,13:57,Titans vs Warriors,2013
45,Penalty - Marker Not Square,Ben Ridge,,,,Titans,13:22,Titans vs Warriors,2013
46,Conversion-Made,Shaun Johnson,,,6-6,Warriors,12:04,Titans vs Warriors,2013
47,Try,Dane Nielsen,,,6-4,Warriors,10:33,Titans vs Warriors,2013
48,Linebreak,Dane Nielsen,,,,Warriors,10:32,Titans vs Warriors,2013
49,Penalty - Holding Down,Mark Minichiello,,,,Titans,09:28,Titans vs Warriors,2013
50,Kick Bomb,Shaun Johnson,,,,Warriors,08:01,Titans vs Warriors,2013
51,Penalty - Holding Down,Sam Rapira,,,,Warriors,06:15,Titans vs Warriors,2013
52,Line Dropout,Kevin Locke,,,,Warriors,06:06,Titans vs Warriors,2013
53,Penalty - Holding Down,Thomas Leuluai,,,,Warriors,04:17,Titans vs Warriors,2013
54,Conversion-Made,Aidan Sezer,,,6-0,Titans,03:30,Titans vs Warriors,2013
55,Try,Ryan James,,,4-0,Titans,02:06,Titans vs Warriors,2013
56,Linebreak,Ryan James,,,,Titans,02:06,Titans vs Warriors,2013
57,KICK OFF,,,,,,00:00,Titans vs Warriors,2013
