,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,21:22,164,"1,274",404,4,22,35.4,138,3.44s,10,381,224,24,16,325,2,64%,6,4,89%,276,31,3,10,7,8,81%,29/36,Titans vs Cowboys,Titans,2017
1,48%,19:44,151,"1,447",434,6,31,41.3,167,3.05s,3,324,179,31,14,337,2,62%,3,5,88.2%,291,22,17,9,9,8,77%,27/35,Titans vs Cowboys,Cowboys,2017
