,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,24:42,163,"1,678",505,1,20,38.2,227,1,389,192,5,26,824,1,88%,5,4,92.9%,392,15,1,15,4,1,70%,31/44,Knights vs Panthers,Knights,2013
1,49%,23:43,206,"1,716",526,0,15,35.8,238,10,459,229,4,30,966,4,87%,6,5,93.7%,344,20,2,3,6,0,71%,34/48,Knights vs Panthers,Panthers,2013
