,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,26:43,165,"1,487",517,4,21,45.1,169,3.38s,13,364,205,25,18,431,2,70%,7,2,86.6%,298,33,13,6,8,7,88%,29/33,Sea Eagles vs Roosters,Sea Eagles,2018
1,48%,24:39,176,"1,825",512,14,33,49.3,254,3.47s,8,371,197,21,19,509,1,64%,6,2,87.1%,324,21,27,5,10,8,89%,33/37,Sea Eagles vs Roosters,Roosters,2018
