,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,24:40,165,"1,534",527,4,29,40.4,168,3.54s,8,350,197,9,15,336,1,80%,2,3,84.2%,331,38,0,24,10,7,8,76%,29/38,Roosters vs Rabbitohs,Roosters,2018
1,52%,26:44,178,"1,742",556,5,38,49.8,167,3.23s,17,402,221,25,18,591,1,86%,6,1,88.2%,298,29,2,11,8,12,8,83%,29/35,Roosters vs Rabbitohs,Rabbitohs,2018
