,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,22:44,179,"1,473",569,3,16,35.1,188,13,409,207,30,25,910,1,75%,2,4,90.4%,320,20,2,14,4,81%,34/42,Dragons vs Knights,Dragons,2013
1,54%,26:41,167,"1,460",613,4,20,40.6,162,10,392,211,26,19,596,0,89%,6,1,91%,356,16,1,19,6,67%,24/36,Dragons vs Knights,Knights,2013
