,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Rabbitohs vs Roosters,2019
1,79:07,Error,Billy Smith,Roosters,,,,Rabbitohs vs Roosters,2019
2,78:11,Interchange #7,,Rabbitohs,,,,Rabbitohs vs Roosters,2019
3,78:11,Interchange - HIA,,Rabbitohs,                   Tom Amone,                   John Sutton,,Rabbitohs vs Roosters,2019
4,77:56,Error,John Sutton,Rabbitohs,,,,Rabbitohs vs Roosters,2019
5,77:43,Error,Victor Radley,Roosters,,,,Rabbitohs vs Roosters,2019
6,76:51,Kick Bomb,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Roosters,2019
7,75:51,Penalty Shot-Made,Adam Reynolds,Rabbitohs,,,16-10,Rabbitohs vs Roosters,2019
8,74:29,Penalty - Dangerous Tackle,Sam Verrills,Roosters,,,,Rabbitohs vs Roosters,2019
9,73:50,Interchange - HIA,,Roosters,                   Sitili Tupouniua,                   Lindsay Collins,,Rabbitohs vs Roosters,2019
10,73:50,Interchange - Free,,Rabbitohs,                   Jaydn Su'A,                   Liam Knight,,Rabbitohs vs Roosters,2019
11,73:50,On Report,Jared Waerea-Hargreaves,Roosters,,,,Rabbitohs vs Roosters,2019
12,73:47,Penalty - Dangerous Tackle,Jared Waerea-Hargreaves,Roosters,,,,Rabbitohs vs Roosters,2019
13,72:56,Penalty - Offside General,Latrell Mitchell,Roosters,,,,Rabbitohs vs Roosters,2019
14,72:54,Error,James Tedesco,Roosters,,,,Rabbitohs vs Roosters,2019
15,72:02,Line Dropout,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Roosters,2019
16,68:48,Interchange #7,,Roosters,                   Victor Radley,                   Nat Butcher,,Rabbitohs vs Roosters,2019
17,68:25,Penalty - Ball Strip,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Roosters,2019
18,67:39,Error,Liam Knight,Rabbitohs,,,,Rabbitohs vs Roosters,2019
19,66:35,Error,Joseph Manu,Roosters,,,,Rabbitohs vs Roosters,2019
20,66:02,Line Dropout,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Roosters,2019
21,64:19,Error,Mark Nicholls,Rabbitohs,,,,Rabbitohs vs Roosters,2019
22,63:28,Error,Drew Hutchison,Roosters,,,,Rabbitohs vs Roosters,2019
23,59:14,Error,Latrell Mitchell,Roosters,,,,Rabbitohs vs Roosters,2019
24,59:06,Interchange #6,,Roosters,                   Jared Waerea-Hargreaves,                   Zane Tetevano,,Rabbitohs vs Roosters,2019
25,58:48,Interchange - HIA,,Rabbitohs,                   Mark Nicholls,                   Tevita Tatola,,Rabbitohs vs Roosters,2019
26,58:02,Interchange #7,,Rabbitohs,                   Ethan Lowe,                   Jaydn Su'A,,Rabbitohs vs Roosters,2019
27,57:46,Error,Latrell Mitchell,Roosters,,,,Rabbitohs vs Roosters,2019
28,56:16,Penalty - Scrum Infringement,Liam Knight,Rabbitohs,,,,Rabbitohs vs Roosters,2019
29,55:32,Error,Tevita Tatola,Rabbitohs,,,,Rabbitohs vs Roosters,2019
