,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,30:57,178,"1,792",598,2,23,41.7,226,3.72s,6,437,236,28,25,600,2,83%,3,10,88.7%,307,26,1,13,5,8,8,88%,38/43,Broncos vs Dragons,Broncos,2016
1,43%,23:21,161,"1,571",486,2,26,42.5,222,3.38s,7,395,225,18,18,530,2,65%,1,3,91.9%,385,23,0,11,12,8,7,70%,26/37,Broncos vs Dragons,Dragons,2016
