,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,68%,33:58,176,"1,904",621,5,32,47.6,239,11,423,226,9,22,593,4,90%,1,4,92.5%,258,11,1,10,7,72%,29/40,Dragons vs Titans,Dragons,2014
1,32%,15:59,129,"1,192",379,2,11,34.1,149,8,299,168,6,13,306,0,88%,2,3,88.3%,355,32,1,15,5,57%,20/35,Dragons vs Titans,Titans,2014
