,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,23:15,149,"1,405",571,3,21,36,159,3,378,211,35,17,394,2,88%,4,3,93.5%,343,11,0,13,4,64%,25/39,Wests Tigers vs Warriors,Wests Tigers,2013
1,51%,24:12,156,"1,434",511,4,11,38.8,140,11,391,210,19,24,692,1,100%,3,6,91.8%,323,21,1,8,7,81%,30/37,Wests Tigers vs Warriors,Warriors,2013
