,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,26:30,185,"1,365",409,2,25,31.7,142,3.47s,11,378,218,0,18,438,5,67%,3,10,83.2%,311,52,11,14,8,6,1,74%,32/43,Panthers vs Warriors,Panthers,2019
1,47%,23:30,162,"1,441",473,6,52,42.4,133,3.59s,10,355,186,6,13,397,0,85%,2,2,87.4%,320,25,21,13,9,7,1,74%,25/34,Panthers vs Warriors,Warriors,2019
