,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:00,177,"1,660",487,3,33,46.1,186,3.72s,14,385,204,44,22,588,0,60%,5,8,83.1%,324,45,21,8,5,8,86%,31/36,Eels vs Raiders,Eels,2017
1,48%,24:56,170,"1,491",464,5,45,41.4,146,3.6s,12,341,164,23,21,671,1,62%,3,4,86.2%,324,33,19,8,7,7,78%,28/36,Eels vs Raiders,Raiders,2017
