,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,26:35,176,"1,700",561,2,27,41.5,251,3.31s,10,409,222,24,23,507,3,83%,5,8,84.9%,297,38,15,10,9,8,0,80%,33/41,Sharks vs Titans,Sharks,2017
1,50%,26:35,177,"1,487",433,4,38,37.2,109,3.19s,10,390,209,27,19,519,2,71%,2,3,89.2%,354,27,16,12,8,9,2,78%,31/40,Sharks vs Titans,Titans,2017
