,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,25:25,186,"1,760",587,6,34,44,202,3.47s,15,411,213,16,22,619,2,75%,6,2,85%,324,27,30,14,7,8,78%,31/40,Roosters vs Dragons,Roosters,2018
1,51%,26:28,188,"1,617",453,5,27,43.7,174,3.06s,15,422,245,22,19,455,1,55%,4,4,86.1%,352,34,23,11,3,8,78%,29/37,Roosters vs Dragons,Dragons,2018
