,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,28:10,205,"1,855",513,8,46,48.8,219,3.23s,11,413,241,5,13,286,1,53%,3,5,81.7%,308,39,1,30,15,10,8,0,66%,25/38,Sharks vs Eels,Sharks,2019
1,48%,26:00,172,"1,532",467,3,39,41.4,154,3.64s,14,393,219,8,21,451,1,29%,6,7,83.1%,315,46,0,18,10,6,7,2,84%,31/37,Sharks vs Eels,Eels,2019
