,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,24:49,158,"1,148",393,2,31,28,99,3.9s,11,367,201,37,17,435,2,71%,3,5,89.8%,344,26,13,11,4,8,0,76%,31/41,Broncos vs Titans,Broncos,2018
1,52%,26:53,152,"1,283",405,3,26,35.7,148,3.65s,9,373,193,41,20,557,2,82%,3,5,88.7%,323,31,10,11,11,8,4,72%,26/36,Broncos vs Titans,Titans,2018
