,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:21,172,"1,796",677,5,35,51.3,302,3.35s,6,385,214,15,20,509,1,33%,4,3,92.3%,349,21,8,6,7,8,86%,30/35,Roosters vs Cowboys,Roosters,2017
1,49%,25:19,165,"1,470",574,4,21,40.8,140,3.44s,5,381,211,11,21,636,2,67%,4,3,87.8%,332,35,11,7,9,8,83%,30/36,Roosters vs Cowboys,Cowboys,2017
