,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
26,57:32,Eagles Interchange #5,,Sea,                   Sean Keppie,                   Lloyd Perrett,,Eels vs Sea Eagles,2019
27,57:32,Interchange #4,,Eels,                   Daniel Alvaro,                   Tepai Moeroa,,Eels vs Sea Eagles,2019
28,57:32,Video Referee,Try,Sea Eagles,,,,Eels vs Sea Eagles,2019
29,57:30,Try,Manase Fainu,Sea Eagles,,,22-12,Eels vs Sea Eagles,2019
30,57:26,Error,Tepai Moeroa,Eels,,,,Eels vs Sea Eagles,2019
31,57:23,Error,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
32,56:32,Error,Waqa Blake,Eels,,,,Eels vs Sea Eagles,2019
33,56:24,Interchange - Free,,Eels,                   Kane Evans,                   Marata Niukore,,Eels vs Sea Eagles,2019
34,55:09,Eagles Interchange - Sin Bin Return,Martin Taupau,Sea,,,,Eels vs Sea Eagles,2019
35,54:25,Kick Bomb,Mitchell Moses,Eels,,,,Eels vs Sea Eagles,2019
36,53:29,Conversion-Missed,Mitchell Moses,Eels,,,,Eels vs Sea Eagles,2019
37,52:16,Video Referee,Try,Eels,,,,Eels vs Sea Eagles,2019
38,52:11,Try,Maika Sivo,Eels,,,22-8,Eels vs Sea Eagles,2019
39,51:11,Penalty - Early Tackle,Daly Cherry-Evans,Sea Eagles,,,,Eels vs Sea Eagles,2019
40,49:13,Conversion-Made,Reuben Garrick,Sea Eagles,,,18-8,Eels vs Sea Eagles,2019
41,48:18,Video Referee,Try,Sea Eagles,,,,Eels vs Sea Eagles,2019
42,48:13,Try,Manase Fainu,Sea Eagles,,,18-6,Eels vs Sea Eagles,2019
43,48:12,Linebreak,Manase Fainu,Sea Eagles,,,,Eels vs Sea Eagles,2019
44,46:57,Error,Blake Ferguson,Eels,,,,Eels vs Sea Eagles,2019
45,46:03,Penalty Shot-Made,Mitchell Moses,Eels,,,18-2,Eels vs Sea Eagles,2019
46,45:12,Interchange - Free,,Eels,                   Junior Paulo,                   Ray Stone,,Eels vs Sea Eagles,2019
47,45:12,On Report,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
48,45:12,Sin Bin,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
49,45:04,Penalty - Dangerous Tackle,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
50,44:25,Penalty - Offside inside 10m,Jake Trbojevic,Sea Eagles,,,,Eels vs Sea Eagles,2019
51,43:51,Eagles Interchange #4,,Sea,                   Martin Taupau,                   Curtis Sironen,,Eels vs Sea Eagles,2019
52,43:30,Penalty Shot-Made,Mitchell Moses,Eels,,,16-2,Eels vs Sea Eagles,2019
53,42:19,Penalty - Dangerous Tackle,Manase Fainu,Sea Eagles,,,,Eels vs Sea Eagles,2019
54,41:09,Error,Reuben Garrick,Sea Eagles,,,,Eels vs Sea Eagles,2019
55,40:08,Error,Tepai Moeroa,Eels,,,,Eels vs Sea Eagles,2019
56,40:00,Penalty - Offside General,Tepai Moeroa,Eels,,,,Eels vs Sea Eagles,2019
57,40:00,Error,Blake Ferguson,Eels,,,,Eels vs Sea Eagles,2019
58,40:00,Penalty Shot-Made,Reuben Garrick,Sea Eagles,,,14-2,Eels vs Sea Eagles,2019
59,38:30,Error,Reed Mahoney,Eels,,,,Eels vs Sea Eagles,2019
60,38:28,Linebreak,Maika Sivo,Eels,,,,Eels vs Sea Eagles,2019
61,37:38,Kick Bomb,Dylan Walker,Sea Eagles,,,,Eels vs Sea Eagles,2019
62,35:01,Error,Jorge Taufua,Sea Eagles,,,,Eels vs Sea Eagles,2019
63,34:55,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Eels vs Sea Eagles,2019
64,33:51,Kick Bomb,Dylan Brown,Eels,,,,Eels vs Sea Eagles,2019
65,33:11,Interchange #3,,Eels,                   Ray Stone,                   Junior Paulo,,Eels vs Sea Eagles,2019
66,30:36,Error,Addin Fonua-Blake,Sea Eagles,,,,Eels vs Sea Eagles,2019
67,29:44,Error,Blake Ferguson,Eels,,,,Eels vs Sea Eagles,2019
68,28:19,Error,Corey Waddell,Sea Eagles,,,,Eels vs Sea Eagles,2019
69,27:21,Eagles Interchange #3,,Sea,                   Lloyd Perrett,                   Martin Taupau,,Eels vs Sea Eagles,2019
70,27:20,Eagles Interchange #2,,Sea,                   Manase Fainu,                   Apisai Koroisau,,Eels vs Sea Eagles,2019
71,26:05,Interchange #2,,Eels,                   Tepai Moeroa,                   Daniel Alvaro,,Eels vs Sea Eagles,2019
72,25:43,Penalty - Slow Peel,Curtis Sironen,Sea Eagles,,,,Eels vs Sea Eagles,2019
73,23:38,Error,Corey Waddell,Sea Eagles,,,,Eels vs Sea Eagles,2019
74,22:59,Error,Waqa Blake,Eels,,,,Eels vs Sea Eagles,2019
75,21:29,Penalty Shot-Made,Mitchell Moses,Eels,,,14-0,Eels vs Sea Eagles,2019
76,20:13,Penalty - Slow Peel,Apisai Koroisau,Sea Eagles,,,,Eels vs Sea Eagles,2019
77,19:21,Eagles Interchange #1,,Sea,                   Corey Waddell,                   Taniela Paseka,,Eels vs Sea Eagles,2019
78,19:07,Interchange #1,,Eels,                   Marata Niukore,                   Kane Evans,,Eels vs Sea Eagles,2019
79,19:07,Penalty - Offside inside 10m,Jake Trbojevic,Sea Eagles,,,,Eels vs Sea Eagles,2019
80,18:56,Error,Reuben Garrick,Sea Eagles,,,,Eels vs Sea Eagles,2019
81,18:15,Line Dropout,Clinton Gutherson,Eels,,,,Eels vs Sea Eagles,2019
82,17:33,Linebreak,Daly Cherry-Evans,Sea Eagles,,,,Eels vs Sea Eagles,2019
83,15:08,Error,Jake Trbojevic,Sea Eagles,,,,Eels vs Sea Eagles,2019
84,14:18,Penalty - Slow Peel,Daniel Alvaro,Eels,,,,Eels vs Sea Eagles,2019
85,11:32,Error,Maika Sivo,Eels,,,,Eels vs Sea Eagles,2019
86,11:28,Kick Bomb,Dylan Brown,Eels,,,,Eels vs Sea Eagles,2019
87,08:51,Conversion-Made,Mitchell Moses,Eels,,,12-0,Eels vs Sea Eagles,2019
88,07:22,Try,Clinton Gutherson,Eels,,,10-0,Eels vs Sea Eagles,2019
89,07:14,Linebreak,Waqa Blake,Eels,,,,Eels vs Sea Eagles,2019
90,06:32,Conversion-Made,Mitchell Moses,Eels,,,6-0,Eels vs Sea Eagles,2019
91,04:57,Try,Michael Jennings,Eels,,,4-0,Eels vs Sea Eagles,2019
92,04:51,Linebreak,Maika Sivo,Eels,,,,Eels vs Sea Eagles,2019
93,04:10,Penalty - Offside inside 10m,Addin Fonua-Blake,Sea Eagles,,,,Eels vs Sea Eagles,2019
94,02:48,Error,Reed Mahoney,Eels,,,,Eels vs Sea Eagles,2019
95,02:36,Linebreak,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
96,02:03,Kick Bomb,Dylan Brown,Eels,,,,Eels vs Sea Eagles,2019
97,00:00,KICK OFF,,,,,,Eels vs Sea Eagles,2019
