,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Eels vs Sea Eagles,2019
1,79:43,Conversion-Made,Mitchell Moses,Eels,,,32-16,Eels vs Sea Eagles,2019
2,78:07,Try,Maika Sivo,Eels,,,30-16,Eels vs Sea Eagles,2019
3,78:06,Linebreak,Maika Sivo,Eels,,,,Eels vs Sea Eagles,2019
4,77:42,Interchange - Sin Bin Return,Kane Evans,Eels,,,,Eels vs Sea Eagles,2019
5,76:53,Error,Corey Waddell,Sea Eagles,,,,Eels vs Sea Eagles,2019
6,75:21,Interchange #7,,Eels,                   Tepai Moeroa,                   Junior Paulo,,Eels vs Sea Eagles,2019
7,75:06,Error,Daly Cherry-Evans,Sea Eagles,,,,Eels vs Sea Eagles,2019
8,74:11,Error,Mitchell Moses,Eels,,,,Eels vs Sea Eagles,2019
9,74:08,Interchange #6,,Eels,                   Marata Niukore,                   Daniel Alvaro,,Eels vs Sea Eagles,2019
10,73:13,Conversion-Missed,Mitchell Moses,Eels,,,,Eels vs Sea Eagles,2019
11,71:55,Video Referee,Try,Eels,,,,Eels vs Sea Eagles,2019
12,71:50,Try,Maika Sivo,Eels,,,26-16,Eels vs Sea Eagles,2019
13,71:50,Linebreak,Maika Sivo,Eels,,,,Eels vs Sea Eagles,2019
14,70:29,Penalties - Other,Martin Taupau,Sea Eagles,,,,Eels vs Sea Eagles,2019
15,69:34,Error,Mitchell Moses,Eels,,,,Eels vs Sea Eagles,2019
16,67:42,Eagles Interchange - Free,,Sea,                   Lloyd Perrett,                   Brad Parker,,Eels vs Sea Eagles,2019
17,67:42,On Report,Kane Evans,Eels,,,,Eels vs Sea Eagles,2019
18,67:42,Sin Bin,Kane Evans,Eels,,,,Eels vs Sea Eagles,2019
19,67:38,Penalty - Dangerous Tackle,Kane Evans,Eels,,,,Eels vs Sea Eagles,2019
20,67:35,Eagles Interchange #6,,Sea,                   Apisai Koroisau,                   Manase Fainu,,Eels vs Sea Eagles,2019
21,64:59,Penalty Shot-Made,Reuben Garrick,Sea Eagles,,,22-16,Eels vs Sea Eagles,2019
22,64:02,Penalty - Marker Not Square,Brad Takairangi,Eels,,,,Eels vs Sea Eagles,2019
23,62:48,Penalty - Ball Strip,Junior Paulo,Eels,,,,Eels vs Sea Eagles,2019
24,61:45,Interchange #5,,Eels,                   Brad Takairangi,                   Shaun Lane,,Eels vs Sea Eagles,2019
25,58:10,Conversion-Made,Reuben Garrick,Sea Eagles,,,22-14,Eels vs Sea Eagles,2019
