,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,25:02,184,"1,621",489,4,39,41.6,222,2.95s,18,411,218,15,22,571,4,67%,2,7,83.8%,279,30,24,13,4,7,0,74%,29/39,Roosters vs Broncos,Roosters,2016
1,49%,24:04,167,"1,448",389,4,30,41.4,147,2.86s,20,380,210,14,16,388,0,64%,1,5,82.8%,323,39,28,9,6,7,1,69%,24/35,Roosters vs Broncos,Broncos,2016
