,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,24:22,166,"1,278",505,1,16,40,95,3.66s,10,380,217,14,12,376,1,75%,1,1,85.7%,335,27,1,29,17,5,7,59%,19/32,Titans vs Wests Tigers,Titans,2017
1,54%,28:37,191,"1,750",509,5,27,43.8,228,3.47s,18,431,237,25,18,450,3,43%,4,3,89.6%,302,16,0,19,10,6,7,75%,30/40,Titans vs Wests Tigers,Wests Tigers,2017
