,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,27:41,133,"1,271",229,6,25,38.5,243,2,312,169,6,15,441,3,100%,0,3,90.6%,300,21,10,7,79%,26/33,Broncos vs Storm,Broncos,2013
1,42%,20:02,144,"1,351",235,4,21,37.5,147,6,348,179,9,23,603,2,77%,4,5,92%,312,25,2,6,78%,28/36,Broncos vs Storm,Storm,2013
