,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,28:31,166,"1,386",435,2,24,37.5,192,3.81s,7,391,220,4,19,496,3,58%,7,5,87.9%,262,24,0,12,7,5,7,84%,31/37,Sharks vs Storm,Sharks,2019
1,43%,21:31,137,"1,207",353,5,24,36.6,134,3.4s,7,342,191,2,18,517,2,82%,4,3,91.4%,361,24,1,10,9,9,8,79%,26/33,Sharks vs Storm,Storm,2019
