,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,31:06,206,"1,773",552,2,24,41.2,173,2.73s,9,513,295,15,29,759,0,92%,4,10,89.9%,436,36,13,10,1,8,2,77%,33/43,Dragons vs Broncos,Dragons,2016
1,50%,31:06,203,"1,872",612,3,36,44.6,267,2.96s,10,461,235,21,33,814,4,59%,3,12,91.4%,392,24,13,5,6,7,0,88%,37/42,Dragons vs Broncos,Broncos,2016
