,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,26:39,157,"1,636",520,8,23,46.7,197,7,379,202,13,19,525,1,93%,2,4,91.5%,289,19,0,8,7,80%,28/35,Cowboys vs Raiders,Cowboys,2014
1,45%,21:48,140,"1,420",453,3,19,43,154,6,331,168,17,16,484,1,69%,2,2,91%,335,23,2,10,4,73%,24/33,Cowboys vs Raiders,Raiders,2014
