,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,25:48,153,"1,413",456,1,22,41.6,173,3.22s,2,368,200,18,23,668,0,100%,1,3,78.7%,325,57,1,31,7,4,7,82%,28/34,Warriors vs Dragons,Warriors,2017
1,53%,29:06,201,"2,053",607,9,57,52.7,222,3.32s,20,403,202,32,20,418,1,50%,1,7,93%,321,22,0,2,8,5,7,85%,33/39,Warriors vs Dragons,Dragons,2017
