,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,24:31,165,"1,500",460,4,24,39.5,165,3.44s,11,380,204,46,19,509,1,56%,3,3,93.5%,331,14,9,9,7,7,0,82%,31/38,Bulldogs vs Warriors,Bulldogs,2017
1,53%,27:38,170,"1,398",455,1,14,35,152,3.56s,8,410,223,59,24,558,1,75%,5,7,88.7%,298,24,14,10,7,6,2,80%,32/40,Bulldogs vs Warriors,Warriors,2017
