,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Panthers vs Titans,2015
1,79:55,Conversion-Missed,Matt Moylan,Panthers,,,,Panthers vs Titans,2015
2,78:25,Try,Bryce Cartwright,Panthers,,,40-0,Panthers vs Titans,2015
3,78:24,Linebreak,Bryce Cartwright,Panthers,,,,Panthers vs Titans,2015
4,73:18,Interchange - Sin Bin Return,Dallin Watene-Zelezniak,Panthers,,,,Panthers vs Titans,2015
5,72:16,Conversion-Made,Matt Moylan,Panthers,,,36-0,Panthers vs Titans,2015
6,71:21,Video Referee,Try,Panthers,,,,Panthers vs Titans,2015
7,71:21,Try,Sika Manu,Panthers,,,34-0,Panthers vs Titans,2015
8,71:20,Linebreak,Sika Manu,Panthers,,,,Panthers vs Titans,2015
9,68:57,Conversion-Made,Matt Moylan,Panthers,,,30-0,Panthers vs Titans,2015
10,67:23,Try,George Jennings,Panthers,,,28-0,Panthers vs Titans,2015
11,67:23,Linebreak,George Jennings,Panthers,,,,Panthers vs Titans,2015
12,63:50,Conversion-Made,Matt Moylan,Panthers,,,24-0,Panthers vs Titans,2015
13,62:09,Try,Dean Whare,Panthers,,,22-0,Panthers vs Titans,2015
14,62:06,Linebreak,Dean Whare,Panthers,,,,Panthers vs Titans,2015
15,58:44,Penalty - 2nd Effort,Nate Myles,Titans,,,,Panthers vs Titans,2015
16,57:39,Interchange - Sin Bin Return,Dallin Watene-Zelezniak,Panthers,,,,Panthers vs Titans,2015
17,56:32,Penalty - Ball Strip,Ryan Simpkins,Titans,,,,Panthers vs Titans,2015
18,55:43,Interchange - Sin Bin Return,Josh Hoffman,Titans,,,,Panthers vs Titans,2015
19,54:51,Interchange - Sin Bin Return,Matt Moylan,Panthers,,,,Panthers vs Titans,2015
20,54:47,Kick Bomb,Aidan Sezer,Titans,,,,Panthers vs Titans,2015
21,53:59,Kick Bomb,Jamie Soward,Panthers,,,,Panthers vs Titans,2015
22,52:42,Conversion-Missed,Matt Moylan,Panthers,,,,Panthers vs Titans,2015
23,51:32,Video Referee,Try,Panthers,,,,Panthers vs Titans,2015
24,51:32,Try,Jamal Idris,Panthers,,,18-0,Panthers vs Titans,2015
25,51:31,Linebreak,Jamal Idris,Panthers,,,,Panthers vs Titans,2015
26,46:35,Conversion-Made,Matt Moylan,Panthers,,,14-0,Panthers vs Titans,2015
27,45:05,Try,Jamal Idris,Panthers,,,12-0,Panthers vs Titans,2015
28,45:05,Linebreak,Jamal Idris,Panthers,,,,Panthers vs Titans,2015
29,44:06,Penalty - Escorts,Anthony Don,Titans,,,,Panthers vs Titans,2015
30,44:03,Kick Bomb,Peter Wallace,Panthers,,,,Panthers vs Titans,2015
31,40:51,Linebreak,James Roberts,Titans,,,,Panthers vs Titans,2015
32,38:38,Line Dropout,Aidan Sezer,Titans,,,,Panthers vs Titans,2015
33,37:14,Linebreak,Matt Moylan,Panthers,,,,Panthers vs Titans,2015
34,36:44,Interchange - Sin Bin Return,Josh Hoffman,Titans,,,,Panthers vs Titans,2015
35,34:33,Penalty - Hand in the Ruck,James Segeyaro,Panthers,,,,Panthers vs Titans,2015
36,33:34,Penalty - Dangerous Tackle,Tyrone Peachey,Panthers,,,,Panthers vs Titans,2015
37,31:44,Interchange - Sin Bin Return,Daniel Mortimer,Titans,,,,Panthers vs Titans,2015
