,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,27:37,184,"1,432",211,1,31,34.9,229,3.48s,14,447,247,25,27,661,3,75%,3,11,86.5%,353,34,21,7,3,7,4,83%,34/41,Rabbitohs vs Roosters,Rabbitohs,2016
1,52%,29:55,179,"1,546",250,3,34,39.7,264,3.57s,9,419,218,7,26,627,2,92%,6,6,87.5%,351,31,19,10,5,7,2,79%,31/39,Rabbitohs vs Roosters,Roosters,2016
