,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
35,54:25,Error,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Storm,2019
36,53:47,Interchange - Sin Bin Return,Felise Kaufusi,Storm,,,,Rabbitohs vs Storm,2019
37,51:52,Interchange #5,,Rabbitohs,                   Tevita Tatola,                   Thomas Burgess,,Rabbitohs vs Storm,2019
38,51:45,Interchange #4,,Rabbitohs,                   Cameron Murray,                   Dean Britt,,Rabbitohs vs Storm,2019
39,47:58,Penalty - Hand in the Ruck,Cody Walker,Rabbitohs,,,,Rabbitohs vs Storm,2019
40,47:13,Kick Bomb,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Storm,2019
41,46:15,Interchange #4,,Storm,                   Jesse Bromwich,                   Tino Faasuamaleaui,,Rabbitohs vs Storm,2019
42,46:10,Conversion-Made,Adam Reynolds,Rabbitohs,,,12-12,Rabbitohs vs Storm,2019
43,44:43,Try,Campbell Graham,Rabbitohs,,,10-12,Rabbitohs vs Storm,2019
44,44:42,Linebreak,Campbell Graham,Rabbitohs,,,,Rabbitohs vs Storm,2019
45,43:46,Sin Bin,Felise Kaufusi,Storm,,,,Rabbitohs vs Storm,2019
46,43:42,Penalty - Professional Foul,Felise Kaufusi,Storm,,,,Rabbitohs vs Storm,2019
47,42:40,Line Dropout,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
48,40:48,Error,Joe Stimson,Storm,,,,Rabbitohs vs Storm,2019
49,39:23,Error,Will Chambers,Storm,,,,Rabbitohs vs Storm,2019
50,35:44,Line Dropout,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
51,33:40,Error,Josh Addo-Carr,Storm,,,,Rabbitohs vs Storm,2019
52,32:11,Interchange #3,,Rabbitohs,                   John Sutton,                   Cameron Murray,,Rabbitohs vs Storm,2019
53,31:53,Penalty Shot-Made,Adam Reynolds,Rabbitohs,,,6-12,Rabbitohs vs Storm,2019
54,30:47,Penalty - Offside inside 10m,Will Chambers,Storm,,,,Rabbitohs vs Storm,2019
55,29:31,Error,Suliasi Vunivalu,Storm,,,,Rabbitohs vs Storm,2019
56,28:55,Penalty - Verbal Dissent,Kenneath Bromwich,Storm,,,,Rabbitohs vs Storm,2019
57,28:49,Penalty - Ball Strip,Kenneath Bromwich,Storm,,,,Rabbitohs vs Storm,2019
58,28:16,Penalty - Escorts,Suliasi Vunivalu,Storm,,,,Rabbitohs vs Storm,2019
59,27:04,Error,Thomas Burgess,Rabbitohs,,,,Rabbitohs vs Storm,2019
60,26:23,Conversion-Missed,Adam Reynolds,Rabbitohs,,,,Rabbitohs vs Storm,2019
61,26:09,Interchange #3,,Storm,                   Tino Faasuamaleaui,                   Jesse Bromwich,,Rabbitohs vs Storm,2019
62,25:31,Video Referee,Try,Rabbitohs,,,,Rabbitohs vs Storm,2019
63,25:27,Try,Campbell Graham,Rabbitohs,,,4-12,Rabbitohs vs Storm,2019
64,25:27,Linebreak,Campbell Graham,Rabbitohs,,,,Rabbitohs vs Storm,2019
65,24:48,Penalty - Slow Peel,Brodie Croft,Storm,,,,Rabbitohs vs Storm,2019
66,23:58,Penalty - Grapple,Jesse Bromwich,Storm,,,,Rabbitohs vs Storm,2019
67,23:53,Interchange #2,,Rabbitohs,                   Mark Nicholls,                   Tevita Tatola,,Rabbitohs vs Storm,2019
68,21:47,Line Dropout,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
69,21:33,Interchange #1,,Rabbitohs,                   Thomas Burgess,                   Liam Knight,,Rabbitohs vs Storm,2019
70,20:08,Line Dropout,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
71,20:06,Interchange #2,,Storm,                   Joe Stimson,                   Justin Olam,,Rabbitohs vs Storm,2019
72,19:56,Interchange #1,,Storm,                   Tui Kamikamica,                   Nelson Asofa-Solomona,,Rabbitohs vs Storm,2019
73,17:00,Penalty - Offside inside 10m,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
74,16:05,Error,Nelson Asofa-Solomona,Storm,,,,Rabbitohs vs Storm,2019
75,14:07,Penalty - Ball Strip,Jesse Bromwich,Storm,,,,Rabbitohs vs Storm,2019
76,13:34,Penalty - Offside Downtown,Brodie Croft,Storm,,,,Rabbitohs vs Storm,2019
77,13:11,Linebreak,Cameron Munster,Storm,,,,Rabbitohs vs Storm,2019
78,12:32,Conversion-Missed,Cameron Smith,Storm,,,,Rabbitohs vs Storm,2019
79,11:03,Try,Justin Olam,Storm,,,0-12,Rabbitohs vs Storm,2019
80,11:02,Linebreak,Justin Olam,Storm,,,,Rabbitohs vs Storm,2019
81,10:49,Linebreak,Brodie Croft,Storm,,,,Rabbitohs vs Storm,2019
82,09:39,Penalty Shot-Made,Cameron Smith,Storm,,,0-8,Rabbitohs vs Storm,2019
83,08:22,Penalty - Ball Strip,Liam Knight,Rabbitohs,,,,Rabbitohs vs Storm,2019
84,07:33,Penalty - Escorts,Kyle Turner,Rabbitohs,,,,Rabbitohs vs Storm,2019
85,07:29,Kick Bomb,Brodie Croft,Storm,,,,Rabbitohs vs Storm,2019
86,06:13,Conversion-Made,Cameron Smith,Storm,,,0-6,Rabbitohs vs Storm,2019
87,05:24,Video Referee,Try,Storm,,,,Rabbitohs vs Storm,2019
88,05:18,Try,Jesse Bromwich,Storm,,,0-4,Rabbitohs vs Storm,2019
89,05:17,Linebreak,Jesse Bromwich,Storm,,,,Rabbitohs vs Storm,2019
90,04:19,Penalty - Offside inside 10m,Cody Walker,Rabbitohs,,,,Rabbitohs vs Storm,2019
91,02:56,Error,Cody Walker,Rabbitohs,,,,Rabbitohs vs Storm,2019
92,00:00,KICK OFF,,,,,,Rabbitohs vs Storm,2019
