,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,31:14,179,"1,573",457,2,23,40.3,208,3.58s,11,412,216,14,25,622,1,64%,4,7,89.8%,386,32,0,12,11,2,7,2,74%,29/39,Dragons vs Wests Tigers,Dragons,2019
1,48%,28:50,199,"1,960",461,4,32,45.6,295,3.45s,8,424,219,12,22,606,1,57%,7,3,89.2%,346,23,1,19,15,4,7,2,74%,32/43,Dragons vs Wests Tigers,Wests Tigers,2019
