,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Dragons vs Wests Tigers,2019
1,79:45,Error,Josh Reynolds,Wests Tigers,,,,Dragons vs Wests Tigers,2019
2,79:15,Conversion-Made,Paul Momirovski,Wests Tigers,,,14-42,Dragons vs Wests Tigers,2019
3,77:48,Try,Elijah Taylor,Wests Tigers,,,14-40,Dragons vs Wests Tigers,2019
4,77:40,Linebreak,Josh Reynolds,Wests Tigers,,,,Dragons vs Wests Tigers,2019
5,75:58,Error,Paul Momirovski,Wests Tigers,,,,Dragons vs Wests Tigers,2019
6,75:12,Conversion-Made,Paul Momirovski,Wests Tigers,,,14-36,Dragons vs Wests Tigers,2019
7,74:28,Video Referee,Try,Wests Tigers,,,,Dragons vs Wests Tigers,2019
8,74:20,Try,Luke Brooks,Wests Tigers,,,14-34,Dragons vs Wests Tigers,2019
9,73:35,Interchange #7,,Dragons,,,,Dragons vs Wests Tigers,2019
10,72:57,Error,Chris Lawrence,Wests Tigers,,,,Dragons vs Wests Tigers,2019
11,72:51,Tigers Interchange - HIA Cleared,,Wests,                   Robert Jennings,                   Luke Garner,,Dragons vs Wests Tigers,2019
12,72:07,Interchange #7,,Dragons,                   Korbin Sims,                   James Graham,,Dragons vs Wests Tigers,2019
13,71:45,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
14,70:57,Conversion-Made,Paul Momirovski,Wests Tigers,,,14-30,Dragons vs Wests Tigers,2019
15,69:30,Try,Benji Marshall,Wests Tigers,,,14-28,Dragons vs Wests Tigers,2019
16,69:30,Linebreak,Benji Marshall,Wests Tigers,,,,Dragons vs Wests Tigers,2019
17,68:03,Error,Ben Hunt,Dragons,,,,Dragons vs Wests Tigers,2019
18,67:10,Tigers Interchange #7,,Wests,                   Elijah Taylor,                   Ryan Matterson,,Dragons vs Wests Tigers,2019
19,66:18,Error,Timoteo Lafai,Dragons,,,,Dragons vs Wests Tigers,2019
20,65:12,Line Dropout,Benji Marshall,Wests Tigers,,,,Dragons vs Wests Tigers,2019
21,64:46,Tigers Interchange #6,,Wests,                   Oliver Clark,                   Thomas Mikaele,,Dragons vs Wests Tigers,2019
22,63:27,Error,Michael Chee-Kam,Wests Tigers,,,,Dragons vs Wests Tigers,2019
23,63:22,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
24,61:24,Interchange #6,,Dragons,                   Luciano Leilua,                   Josh Kerr,,Dragons vs Wests Tigers,2019
25,61:22,Error,Thomas Mikaele,Wests Tigers,,,,Dragons vs Wests Tigers,2019
26,60:29,Error,Tristan Sailor,Dragons,,,,Dragons vs Wests Tigers,2019
27,59:49,Tigers Interchange - HIA,,Wests,                   Luke Garner,                   Robert Jennings,,Dragons vs Wests Tigers,2019
28,59:33,Interchange #5,,Dragons,                   Josh Kerr,                   Blake Lawrie,,Dragons vs Wests Tigers,2019
29,59:28,Conversion-Made,Paul Momirovski,Wests Tigers,,,14-24,Dragons vs Wests Tigers,2019
30,58:37,Interchange #4,,Dragons,                   Paul Vaughan,                   Korbin Sims,,Dragons vs Wests Tigers,2019
31,58:06,Try,Paul Momirovski,Wests Tigers,,,14-22,Dragons vs Wests Tigers,2019
32,58:06,Linebreak,Paul Momirovski,Wests Tigers,,,,Dragons vs Wests Tigers,2019
33,57:28,Tigers Interchange - HIA Cleared,,Wests,                   Chris Lawrence,                   Alex Twal,,Dragons vs Wests Tigers,2019
34,56:32,Error,Jonus Pearson,Dragons,,,,Dragons vs Wests Tigers,2019
35,56:23,Tigers Interchange #5,,Wests,                   Thomas Mikaele,                   Elijah Taylor,,Dragons vs Wests Tigers,2019
36,55:25,Penalty - Ball Strip,Patrick Kaufusi,Dragons,,,,Dragons vs Wests Tigers,2019
37,55:15,Tigers Interchange #4,,Wests,                   Matthew Eisenhuth,                   Luke Garner,,Dragons vs Wests Tigers,2019
38,53:57,Error,Robert Jennings,Wests Tigers,,,,Dragons vs Wests Tigers,2019
39,53:52,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
40,53:02,Interchange #3,,Dragons,                   Patrick Kaufusi,                   Luciano Leilua,,Dragons vs Wests Tigers,2019
41,53:02,Interchange - HIA,,Dragons,                   Tyson Frizell,                   Zac Lomax,,Dragons vs Wests Tigers,2019
42,52:58,Error,Zac Lomax,Dragons,,,,Dragons vs Wests Tigers,2019
43,52:55,Linebreak,Ben Hunt,Dragons,,,,Dragons vs Wests Tigers,2019
44,52:48,Error,Elijah Taylor,Wests Tigers,,,,Dragons vs Wests Tigers,2019
45,51:19,Error,Ryan Matterson,Wests Tigers,,,,Dragons vs Wests Tigers,2019
46,50:31,Line Dropout,Gareth Widdop,Dragons,,,,Dragons vs Wests Tigers,2019
47,49:01,Error,Blake Lawrie,Dragons,,,,Dragons vs Wests Tigers,2019
48,48:27,Conversion-Made,Gareth Widdop,Dragons,,,14-18,Dragons vs Wests Tigers,2019
49,46:59,Try,Gareth Widdop,Dragons,,,12-18,Dragons vs Wests Tigers,2019
50,46:58,Error,Corey Thompson,Wests Tigers,,,,Dragons vs Wests Tigers,2019
51,46:53,Kick Bomb,Ben Hunt,Dragons,,,,Dragons vs Wests Tigers,2019
52,46:09,Tigers Interchange - HIA,,Wests,                   Michael Chee-Kam,                   Chris Lawrence,,Dragons vs Wests Tigers,2019
53,45:02,Conversion-Made,Paul Momirovski,Wests Tigers,,,8-18,Dragons vs Wests Tigers,2019
54,43:31,Try,Paul Momirovski,Wests Tigers,,,8-16,Dragons vs Wests Tigers,2019
55,43:18,Error,Gareth Widdop,Dragons,,,,Dragons vs Wests Tigers,2019
56,42:33,Penalty - Dangerous Tackle,Benji Marshall,Wests Tigers,,,,Dragons vs Wests Tigers,2019
57,40:01,Interchange - HIA Cleared,,Dragons,                   James Graham,                   Josh Kerr,,Dragons vs Wests Tigers,2019
58,36:08,Penalty - Holding Down,Alex Twal,Wests Tigers,,,,Dragons vs Wests Tigers,2019
59,35:47,Error,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
60,35:13,Error,Jackson Ford,Dragons,,,,Dragons vs Wests Tigers,2019
61,34:08,Error,Corey Thompson,Wests Tigers,,,,Dragons vs Wests Tigers,2019
62,32:50,Error,Robert Jennings,Wests Tigers,,,,Dragons vs Wests Tigers,2019
63,32:45,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
64,30:08,Conversion-Made,Paul Momirovski,Wests Tigers,,,8-12,Dragons vs Wests Tigers,2019
65,29:32,Tigers Interchange #3,,Wests,                   Josh Reynolds,                   Matthew Eisenhuth,,Dragons vs Wests Tigers,2019
66,29:19,Video Referee,Try,Wests Tigers,,,,Dragons vs Wests Tigers,2019
67,29:10,Try,Luke Garner,Wests Tigers,,,8-10,Dragons vs Wests Tigers,2019
68,28:11,Error,Zac Lomax,Dragons,,,,Dragons vs Wests Tigers,2019
69,28:01,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
70,26:44,Interchange - HIA,,Dragons,                   Josh Kerr,                   James Graham,,Dragons vs Wests Tigers,2019
71,26:31,Penalty - Slow Peel,Timoteo Lafai,Dragons,,,,Dragons vs Wests Tigers,2019
72,25:43,Interchange #2,,Dragons,                   Korbin Sims,                   Tyson Frizell,,Dragons vs Wests Tigers,2019
