,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
73,24:10,Interchange #1,,Dragons,                   Blake Lawrie,                   Paul Vaughan,,Dragons vs Wests Tigers,2019
74,24:03,Error,James Graham,Dragons,,,,Dragons vs Wests Tigers,2019
75,22:37,Linebreak,Zac Lomax,Dragons,,,,Dragons vs Wests Tigers,2019
76,22:31,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
77,21:52,Tigers Interchange #2,,Wests,                   Elijah Taylor,                   Oliver Clark,,Dragons vs Wests Tigers,2019
78,20:46,Kick Bomb,Luke Brooks,Wests Tigers,,,,Dragons vs Wests Tigers,2019
79,18:26,Penalty Shot-Made,Gareth Widdop,Dragons,,,8-6,Dragons vs Wests Tigers,2019
80,17:44,Tigers Interchange #1,,Wests,                   Alex Twal,                   Thomas Mikaele,,Dragons vs Wests Tigers,2019
81,17:38,Penalty - Escorts,Paul Momirovski,Wests Tigers,,,,Dragons vs Wests Tigers,2019
82,16:17,Conversion-Made,Gareth Widdop,Dragons,,,6-6,Dragons vs Wests Tigers,2019
83,15:19,Try,Euan Aitken,Dragons,,,4-6,Dragons vs Wests Tigers,2019
84,14:23,Error,Corey Thompson,Wests Tigers,,,,Dragons vs Wests Tigers,2019
85,14:16,Kick Bomb,Gareth Widdop,Dragons,,,,Dragons vs Wests Tigers,2019
86,12:45,Kick Bomb,Gareth Widdop,Dragons,,,,Dragons vs Wests Tigers,2019
87,11:39,Error,Thomas Mikaele,Wests Tigers,,,,Dragons vs Wests Tigers,2019
88,10:51,Kick Bomb,Gareth Widdop,Dragons,,,,Dragons vs Wests Tigers,2019
89,09:37,Error,Corey Thompson,Wests Tigers,,,,Dragons vs Wests Tigers,2019
90,07:04,Error,Zac Lomax,Dragons,,,,Dragons vs Wests Tigers,2019
91,05:36,Conversion-Made,Paul Momirovski,Wests Tigers,,,0-6,Dragons vs Wests Tigers,2019
92,04:01,Try,Paul Momirovski,Wests Tigers,,,0-4,Dragons vs Wests Tigers,2019
93,04:01,Linebreak,Paul Momirovski,Wests Tigers,,,,Dragons vs Wests Tigers,2019
94,02:33,Penalty - Offside Downtown,Esan Marsters,Wests Tigers,,,,Dragons vs Wests Tigers,2019
95,00:00,KICK OFF,,,,,,Dragons vs Wests Tigers,2019
