,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,40%,20:02,140,"1,353",443,3,32,38.7,159,3.42s,6,310,163,18,14,344,1,74%,5,4,88%,359,41,8,13,5,8,2,60%,21/35,Sea Eagles vs Wests Tigers,Sea Eagles,2018
1,60%,30:03,195,"1,786",499,6,41,45.8,224,3.78s,6,439,231,44,25,483,5,75%,4,13,85.6%,262,33,11,7,7,8,0,82%,32/39,Sea Eagles vs Wests Tigers,Wests Tigers,2018
