,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Wests Tigers vs Knights,2019
1,77:39,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
2,76:50,Tigers Interchange #8,,Wests,                   Chris Lawrence,                   Elijah Taylor,,Wests Tigers vs Knights,2019
3,76:40,Error,Mitchell Barnett,Knights,,,,Wests Tigers vs Knights,2019
4,76:35,Linebreak,Shaun Kenny-Dowall,Knights,,,,Wests Tigers vs Knights,2019
5,75:35,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
6,74:36,Kick Bomb,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
7,73:36,Conversion-Missed,Mason Lino,Knights,,,,Wests Tigers vs Knights,2019
8,72:12,Try,Aidan Guerra,Knights,,,46-4,Wests Tigers vs Knights,2019
9,72:10,Linebreak,Aidan Guerra,Knights,,,,Wests Tigers vs Knights,2019
10,71:23,Interchange #8,,Knights,                   Lachlan Fitzgibbon,                   Danny Levi,,Wests Tigers vs Knights,2019
11,71:15,Penalty - Hand in the Ruck,Matthew Eisenhuth,Wests Tigers,,,,Wests Tigers vs Knights,2019
12,71:06,Error,Paul Momirovski,Wests Tigers,,,,Wests Tigers vs Knights,2019
13,69:25,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
14,68:48,Tigers Interchange #7,,Wests,                   Matthew Eisenhuth,                   Benji Marshall,,Wests Tigers vs Knights,2019
15,68:30,Conversion-Made,Paul Momirovski,Wests Tigers,,,46-0,Wests Tigers vs Knights,2019
16,67:23,Video Referee,Try,Wests Tigers,,,,Wests Tigers vs Knights,2019
17,67:14,Try,Michael Chee-Kam,Wests Tigers,,,44-0,Wests Tigers vs Knights,2019
18,67:13,Linebreak,Michael Chee-Kam,Wests Tigers,,,,Wests Tigers vs Knights,2019
19,66:06,Tigers Interchange #6,,Wests,                   Elijah Taylor,                   Thomas Mikaele,,Wests Tigers vs Knights,2019
20,64:35,Penalty - Crowding,Esan Marsters,Wests Tigers,,,,Wests Tigers vs Knights,2019
21,61:57,Tigers Interchange #5,,Wests,                   Oliver Clark,                   Alex Twal,,Wests Tigers vs Knights,2019
22,60:46,Interchange #7,,Knights,                   Daniel Saifiti,                   Herman Ese'ese,,Wests Tigers vs Knights,2019
23,60:12,Error,Josh Reynolds,Wests Tigers,,,,Wests Tigers vs Knights,2019
24,59:42,Line Dropout,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
25,58:06,Tigers Interchange #4,,Wests,                   Michael Chee-Kam,                   Chris Lawrence,,Wests Tigers vs Knights,2019
26,56:50,Error,Benji Marshall,Wests Tigers,,,,Wests Tigers vs Knights,2019
27,56:20,Interchange #6,,Knights,                   Tim Glasby,                   Josh King,,Wests Tigers vs Knights,2019
28,56:10,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
29,54:53,Interchange #5,,Knights,                   David Klemmer,                   Jacob Saifiti,,Wests Tigers vs Knights,2019
30,54:48,Conversion-Missed,Paul Momirovski,Wests Tigers,,,,Wests Tigers vs Knights,2019
31,53:15,Try,David Nofoaluma,Wests Tigers,,,40-0,Wests Tigers vs Knights,2019
32,53:14,Linebreak,Benji Marshall,Wests Tigers,,,,Wests Tigers vs Knights,2019
33,52:05,Conversion-Made,Paul Momirovski,Wests Tigers,,,36-0,Wests Tigers vs Knights,2019
34,51:54,Tigers Interchange #3,,Wests,                   Thomas Mikaele,                   Matthew Eisenhuth,,Wests Tigers vs Knights,2019
35,50:32,Try,David Nofoaluma,Wests Tigers,,,34-0,Wests Tigers vs Knights,2019
36,49:26,Line Dropout,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
37,46:03,Line Dropout,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
38,45:12,Linebreak,Esan Marsters,Wests Tigers,,,,Wests Tigers vs Knights,2019
39,44:22,Error,Sione Mata'utia,Knights,,,,Wests Tigers vs Knights,2019
40,42:32,Kick Bomb,Mason Lino,Knights,,,,Wests Tigers vs Knights,2019
41,39:18,Error,Ryan Matterson,Wests Tigers,,,,Wests Tigers vs Knights,2019
42,38:29,Conversion-Made,Paul Momirovski,Wests Tigers,,,30-0,Wests Tigers vs Knights,2019
43,36:56,Try,David Nofoaluma,Wests Tigers,,,28-0,Wests Tigers vs Knights,2019
44,36:07,Line Dropout,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
45,34:51,Line Dropout,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
46,32:57,Error,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
47,31:36,Error,Paul Momirovski,Wests Tigers,,,,Wests Tigers vs Knights,2019
48,31:34,Interchange #4,,Knights,                   Herman Ese'ese,                   David Klemmer,,Wests Tigers vs Knights,2019
49,31:30,Interchange #3,,Knights,                   Aidan Guerra,                   Lachlan Fitzgibbon,,Wests Tigers vs Knights,2019
50,30:36,Linebreak,David Nofoaluma,Wests Tigers,,,,Wests Tigers vs Knights,2019
51,30:10,Tigers Interchange #2,,Wests,                   Josh Reynolds,                   Elijah Taylor,,Wests Tigers vs Knights,2019
52,29:17,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
53,28:17,Kick Bomb,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
54,26:38,Interchange #2,,Knights,                   Jacob Saifiti,                   Daniel Saifiti,,Wests Tigers vs Knights,2019
55,26:33,Interchange #1,,Knights,                   Josh King,                   Tim Glasby,,Wests Tigers vs Knights,2019
56,26:33,Conversion-Made,Paul Momirovski,Wests Tigers,,,24-0,Wests Tigers vs Knights,2019
57,24:59,Try,Luke Garner,Wests Tigers,,,22-0,Wests Tigers vs Knights,2019
58,24:58,Linebreak,Luke Garner,Wests Tigers,,,,Wests Tigers vs Knights,2019
59,23:51,Error,Sione Mata'utia,Knights,,,,Wests Tigers vs Knights,2019
60,23:11,Error,Luke Garner,Wests Tigers,,,,Wests Tigers vs Knights,2019
61,23:07,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
62,22:14,Error,Tim Glasby,Knights,,,,Wests Tigers vs Knights,2019
63,20:40,Conversion-Made,Paul Momirovski,Wests Tigers,,,18-0,Wests Tigers vs Knights,2019
64,19:10,Try,Esan Marsters,Wests Tigers,,,16-0,Wests Tigers vs Knights,2019
65,19:09,Linebreak,Esan Marsters,Wests Tigers,,,,Wests Tigers vs Knights,2019
66,18:48,Tigers Interchange #1,,Wests,                   Alex Twal,                   Oliver Clark,,Wests Tigers vs Knights,2019
67,18:28,Tigers Interchange - HIA Cleared,,Wests,                   Ryan Matterson,                   Thomas Mikaele,,Wests Tigers vs Knights,2019
68,18:23,Error,Kalyn Ponga,Knights,,,,Wests Tigers vs Knights,2019
69,18:14,Linebreak,Mason Lino,Knights,,,,Wests Tigers vs Knights,2019
70,17:21,Error,Thomas Mikaele,Wests Tigers,,,,Wests Tigers vs Knights,2019
71,15:41,Penalties - Other,Kalyn Ponga,Knights,,,,Wests Tigers vs Knights,2019
72,15:31,Conversion-Missed,Paul Momirovski,Wests Tigers,,,,Wests Tigers vs Knights,2019
73,14:22,Video Referee,Try,Wests Tigers,,,,Wests Tigers vs Knights,2019
74,14:17,Try,Robert Jennings,Wests Tigers,,,12-0,Wests Tigers vs Knights,2019
75,14:13,Error,Kalyn Ponga,Knights,,,,Wests Tigers vs Knights,2019
76,14:09,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Knights,2019
77,13:16,Kick Bomb,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
78,10:56,Penalty Shot-Made,Paul Momirovski,Wests Tigers,,,8-0,Wests Tigers vs Knights,2019
79,09:44,Penalty - Offside inside 10m,Daniel Saifiti,Knights,,,,Wests Tigers vs Knights,2019
80,08:47,Penalty - Dangerous Tackle,Lachlan Fitzgibbon,Knights,,,,Wests Tigers vs Knights,2019
81,08:21,Kick Bomb,Mitchell Pearce,Knights,,,,Wests Tigers vs Knights,2019
82,06:15,Error,Shaun Kenny-Dowall,Knights,,,,Wests Tigers vs Knights,2019
83,05:27,Penalty - Slow Peel,Thomas Mikaele,Wests Tigers,,,,Wests Tigers vs Knights,2019
84,04:43,Tigers Interchange - HIA,,Wests,                   Elijah Taylor,                   Ryan Matterson,,Wests Tigers vs Knights,2019
85,03:58,Conversion-Made,Paul Momirovski,Wests Tigers,,,6-0,Wests Tigers vs Knights,2019
86,03:06,Video Referee,Try,Wests Tigers,,,,Wests Tigers vs Knights,2019
87,03:03,Try,Ryan Matterson,Wests Tigers,,,4-0,Wests Tigers vs Knights,2019
88,02:05,Error,Bradman Best,Knights,,,,Wests Tigers vs Knights,2019
